ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00009652,PR-00005813,"Campbell After School Activity Centre","Campbell Primary School Parents and Citizens Association Inc","Centre-Based Care","Campbell Pre School/Primary SC, 25 Chauvel St",CAMPBELL,ACT,2612,0479099070,,,126,01/01/2012,"Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Dec 2019","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Jul 2016",,"July 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-00009653,PR-00005815,"Canberra Girls Grammar School Age Care","Canberra Girls Grammar School","Centre-Based Care","Canberra Girls' Grammer School, 24 Grey St",DEAKIN,ACT,2600,0262026477,,,99,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Feb 2020",,"August 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,08:00,09:00,08:00,09:00,08:00,09:00,08:00,09:00,08:00,09:00,,,,,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-00009654,PR-00005815,"Canberra Girls Grammar School Early Learning Centre","Canberra Girls Grammar School","Centre-Based Care","Canberra Girls Grammar School Junior Campus, Grey St",DEAKIN,ACT,2600,0262026458,,,154,01/01/2012,"Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Nov 2019","Working Towards NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Exceeding NQS","Working Towards NQS","Aug 2018",,"September 2024",Yes,Yes,No,No,No,Yes,No,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-00009655,PR-00005816,"Canberra Grammar School Early Learning Centre","Canberra Grammar School","Centre-Based Care","Canberra Grammar School, 15 Alexander St","RED HILL",ACT,2603,0262609819,,,94,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2018","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2013",,"March 2025",No,Yes,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009656,PR-00005816,"Canberra Grammar School Northside Pre-Kindergarten","Canberra Grammar School","Centre-Based Care","Canberra Grammar Northside Inf, 33 Blamey Cres",CAMPBELL,ACT,2612,0262477707,0262471831,"The approval is granted subject to the condition that the service also uses the additional Kindergarten classroom when the number attending the service exceeds 25 children.
This is to enable the service to operate a before and afterschool program under the one service approval when outside of the school's operational hours.",44,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2018","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2013",,"August 2025",Yes,Yes,No,Yes,Yes,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009662,PR-00005822,"Chapman After School Care","Chapman Primary School Parents and Citizens Association Incorporated","Centre-Based Care","Chapman Primary School, 48 Perry Dr",CHAPMAN,ACT,2611,62880655,62880617,"The approval is granted subject to the condition that the service also uses the school hall when the number attending the service exceeds 67 children.",140,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2022","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Nov 2018",,"October 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,03:00,06:00,03:00,06:00,03:00,06:00,03:00,06:00,03:00,06:00,,,,,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00009663,PR-00005876,"YWCA Charles Conder School Age Care","YWCA Canberra","Centre-Based Care","Charles Conder Primary & Presc, 134 Tom Roberts Ave",CONDER,ACT,2906,0451681247,,,99,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2020","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","May 2016",,"October 2023",No,Yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:15,09:00,07:15,09:00,07:15,09:00,07:15,09:00,07:15,09:00,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00009664,PR-00005807,"Charnwood After School Care","Capital Region Community Service Limited","Centre-Based Care","Charnwood/Dunlop Primary & Pre, 95 Bettington Cct",CHARNWOOD,ACT,2615,0262640200,0262532407,,77,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Jul 2018",,"August 2023",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,02:45,06:00,02:45,06:00,02:45,06:00,02:45,06:00,,,,,,,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,,,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00009665,PR-00005824,"Communities@Work Caroline Chisholm Out of School Hours Care",Communities@Work,"Centre-Based Care","Caroline Chisholm Junior Campu, 103 Hambidge Cres",CHISHOLM,ACT,2905,0457806286,,,22,01/01/2012,"Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2019","Working Towards NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Working Towards NQS","Dec 2016",,"November 2024",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,No
SE-00009666,PR-00005824,"Communities@Work Family Day Care",Communities@Work,"Family Day Care","245 Cowlishaw St, Tuggeranong Community Centre",GREENWAY,ACT,2900,0262936590,,"The approved provider must employ at least on full time family day care co-coordinator as prescribed in Section 123A of the Education and Care Services National Law (ACT) Act 2011 for every twenty five family day care residences or venues providing education and care for children. The approved provider must not engage or register more than 125 educators with the family day care service as prescribed in Section 32a of the Education and Care Services National Law (ACT) Act 2011.",,05/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2022","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2016",,"August 2023",No,No,No,No,No,No,Yes,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009667,PR-00005883,"Curtin OSHC","WODEN COMMUNITY SERVICE LIMITED","Centre-Based Care","Curtin Primary School, 70 Theodore St",CURTIN,ACT,2605,0262854444,0262851322,,182,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Nov 2019","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2015",,"September 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-00009668,PR-00005883,"Duffy OSHC","WODEN COMMUNITY SERVICE LIMITED","Centre-Based Care","Duffy Primary School, 47 Burrinjuck Cres",DUFFY,ACT,2611,0476849140,0262851322,,99,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Sep 2021","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2017",08/01/2016,"June 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:15,09:00,07:15,09:00,07:15,09:00,07:15,09:00,07:15,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-00009670,PR-00005855,"Emmaus Christian School Canberra","Emmaus Christian School Canberra Limited","Centre-Based Care","Emmaus Christian School, 73 Davenport St",DICKSON,ACT,2602,0262477151,0262477166,,55,01/01/2012,"Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Dec 2022","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Jun 2016",,"December 2024",Yes,Yes,No,No,No,No,No,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009672,PR-00005824,"Communities@Work Fadden Out of School Hours Care",Communities@Work,"Centre-Based Care","Fadden Primary School, 5 Hanlon Cres",FADDEN,ACT,2904,0406194719,,,102,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2021","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jun 2018",02/11/2015,"September 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00009674,PR-00005807,"Florey OSHC Program","Capital Region Community Service Limited","Centre-Based Care","Florey Primary School, 57 Ratcliffe Cres",FLOREY,ACT,2615,0262640200,0262532407,,88,01/01/2012,"Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Mar 2023","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","May 2019",,"September 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,,,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00009675,PR-00005832,"Forrest Out Of School Hours Care","Forrest School P&C Association Incorporated","Centre-Based Care","Forrest Primary School, 9 Hobart Ave",FORREST,ACT,2603,0262958985,,,150,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS",Excellent,"Feb 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2015",,"March 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
