ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-40020218,PR-40004402,"North Perth OSHClub","OSHCLUB PTY LTD","Centre-Based Care","North Perth Primary School, 3 Albert St","NORTH PERTH",WA,6006,0438437122,,"The approved provider must ensure that only children who are currently enrolled in, and attend or will attend, a school in the current year attend the outside school hours care program.  The approved provider must ensure that all children attending the outside school hours care program must be at least 4 years of age by 30 June in the year they attend the program.  The approved provider is to ensure that at all times enrolled children over preschool age require access to and from the toilet facilities, they are accompanied and supervised by a contact staff member.",90,29/01/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2023",,,,,,,,,,,"December 2024",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,,,,,14:50,18:00,14:50,18:00,14:50,18:00,14:50,18:00,14:50,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40020229,PR-00002539,"Camp Australia - Good Shepherd Catholic Primary School - Kelmscott OSHC","Camp Australia Pty Limited","Centre-Based Care","15 Arbuthnot St",KELMSCOTT,WA,6111,0418592789,,"The approved provider must ensure that only children who are currently enrolled in, and attend or will attend, a school in the current year attend the outside school hours care program. The approved provider must ensure that all children attending the outside school hours care/vacation care programs must be at least 4 years of age by 30 June in the year they attend the program. The approved provider must ensure that all staff are familiar with the supervision plan and safety audit for this service. The approved provider is to ensure that at all times enrolled children over preschool age require access to and from the toilet facilities, they are accompanied and supervised by a contact staff member.",50,29/01/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2024",,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,14:55,18:00,14:55,18:00,14:55,18:00,14:55,18:00,14:55,18:00,,,,,,,,,,,,,,,,,,,No
SE-40020316,PR-40020555,"PANDA EARLY LEARNING CENTRE","Panda Early Learning Centre Pty Ltd","Centre-Based Care","1 Cushing Rd",ALKIMOS,WA,6038,"(08) 6156 1417",,"The approved provider must ensure that the number of children educated and cared for by the service at any one time must not exceed the maximum number of children specified in the service approval.",71,05/03/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2024",,,,,,,,,,,"November 2025",Yes,No,No,Yes,Yes,Yes,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00012357,PR-00007188,"ACE Early Learning Centre","About Child Care Pty Ltd","Centre-Based Care","17 Fraser Entrance",GREENFIELDS,WA,6210,0895347233,,"The approved provider must ensure that plans showing the Early Learning Centre and OSHC Building are displayed next to the service approval, displayed per section 172(b) of the National Law. The approved provider must ensure that no more than 18 children occupy the OSHC Building at any one time. The approved provider must ensure that no more than 40 children occupy the Early Learning Centre at any one time. The approved provider must ensure that all staff are familiar with the supervision plan for Building 2.",58,28/07/2010,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2024","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Sep 2018",,"April 2025",Yes,No,No,Yes,Yes,Yes,No,06:00,18:30,06:00,18:30,06:00,18:30,06:00,18:30,06:00,18:30,,,,,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,,,,,14:30,18:30,14:30,18:30,14:30,18:30,14:30,18:30,14:30,18:30,,,,,,,,,,,,,,,,,,,No
SE-00012360,PR-00007186,"A1 Fun Osh","A1 Fun Pty Ltd","Centre-Based Care","35 Gibla Street",MANDURAH,WA,6210,0861692859,,"The approved provider must ensure that all children attending the outside school hours care program must be at least 4 years of age by 30 June in the year they attend the program.

 The approved provider must ensure that only children who are currently enrolled in, and attend or will attend, a school in the current year attend the outside school hours care program.


 During before and after school care, when the approved provider has exclusive use of classroom C12 and the drama room B12-13, the approved provider must ensure the number of children educated and care for by the service at any one time does not exceed a maximum of 50 children. The approved provider must only operate its service from the areas approved by the Regulatory Authority as indicated on the service plans. During vacation care, when the approved provider has exclusive use of the gymnasium, foyer, drama room and classroom C12, the approved provider must ensure the number of children educated and cared for by the service at any one time does not exceed a maximum of 80 children.
 The approved provider is to ensure that at all times the enrolled children require access to the toilet facilities they are accompanied by a contact staff member. The approved provider must ensure that, whenever children are being educated and cared for by the service, the relevant number of educators educating and caring for the children is at least one educator more than the number prescribed for this purpose.",80,22/11/2011,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2024","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","May 2018",,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,,,,,02:30,18:30,02:30,18:30,02:30,18:30,02:30,18:30,02:30,18:30,,,,,06:00,18:30,06:00,18:30,06:00,18:30,06:00,18:30,06:00,18:30,,,,,No
SE-00012362,PR-40004402,"Adam Road OSHClub","OSHCLUB PTY LTD","Centre-Based Care","Hotchin Street","SOUTH BUNBURY",WA,6230,0421705749,,"The approved provider must ensure that all children attending the outside school hours care program must be at least 4 years of age by 30 June in the year they attend the program. The approved provider must ensure that only children who are currently enrolled in, and attend or will attend, a school in the current year attend the outside school hours care program. The approved provider is to ensure that at all times enrolled children over preschool age require access to and from the toilet facilities, they are accompanied and supervised by a contact staff member.",50,15/11/2011,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2024","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2017",,"August 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,08:40,07:00,08:40,07:00,08:40,07:00,08:40,07:00,08:40,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,,,,,,,,,,,,,,,No
SE-00012363,PR-00007349,"Montessori Early Childhood Centre","Hineidi Pty Ltd","Centre-Based Care","12 Jenolan Way",MERRIWA,WA,6030,"9304 6222",,,62,14/07/2010,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2019",24/10/2014,"March 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00012364,PR-40012711,"Cuddles Early Learning & Childcare South Lake","Cuddles Childcare Centre South Lake Pty Ltd","Centre-Based Care","Unit 43 Lakes Shopping Centre, 620 North Lake Road","SOUTH LAKE",WA,6164,0894177367,,,65,16/02/2010,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Apr 2021","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Aug 2018",20/11/2017,"October 2024",Yes,No,No,Yes,Yes,Yes,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-00012366,PR-00007193,"Albany Occasional Care Centre","Albany Occasional Child Care Centre Inc","Centre-Based Care","Cnr Collie & Vancouver Street",ALBANY,WA,6330,"9841 6610","9841 6610",,42,28/01/2011,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2018",,"September 2025",Yes,No,No,No,No,No,No,08:15,17:15,08:15,17:15,08:15,17:15,08:15,17:15,08:15,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00012367,PR-00007255,"Albany Regional Day Care Centre","City of Albany","Centre-Based Care","99 Collie Street",ALBANY,WA,6330,0868203650,,,60,08/09/2010,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2019",,"September 2025",Yes,No,No,No,No,No,No,07:45,17:45,07:45,17:45,07:45,17:45,07:45,17:45,07:45,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00012368,PR-00009216,"Alexander Heights Child Care Centre","PLEBES PTY LTD ATF Little Treasures Trust","Centre-Based Care","95 Azelia Street","ALEXANDER HEIGHTS",WA,6064,0892473491,,,61,21/09/2010,"Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Mar 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2017",,"July 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00012370,PR-00007196,"All Saints' College Out Of School Hours Care","All Saints' College Inc.","Centre-Based Care","Ewing Avenue","BULL CREEK",WA,6149,0893139337,0893135917,"The approved provider must ensure that only children who are currently enrolled in, and attend or will attend, a school in the current year attend the outside school hours care program.


 The approved provider is to ensure that at all times enrolled children preschool age or under require access to and from the toilet facilities, they are accompanied and supervised by a contact staff member, including while in the bathroom. The approved provider is to ensure that at all times enrolled children over preschool age require access to and from the toilet facilities, they are accompanied and supervised by a contact staff member.",70,01/12/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Oct 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Aug 2018",,"June 2025",No,No,No,Yes,Yes,Yes,No,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00012373,PR-00007198,"Annie's Angels Play and Development Centre","Annie's Angels Play and Development Centre Pty Ltd","Centre-Based Care","1 Hester Street",HARVEY,WA,6220,"08 9729 3344","08 9729 3355","At a time the service is providing education and care to children, it must have exclusive use of any room being used by it for that purpose. At any time the service does not have access to the multi-purpose room, the service may only educate and care for a maximum of 24 children.",29,13/10/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Oct 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2015",,"October 2025",Yes,No,No,No,No,No,No,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00012374,PR-40026212,"Kindy in the Park Mount Claremont","Kindy in the Park Inc.","Centre-Based Care","25 Strickland Street","MOUNT CLAREMONT",WA,6010,0407443042,,,14,17/07/2010,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2019",27/01/2022,"February 2025",No,No,Yes,No,No,No,No,08:45,14:30,08:45,14:30,08:45,14:30,08:45,14:30,08:45,14:30,,,,,08:45,14:30,08:45,14:30,08:45,14:30,08:45,14:30,08:45,14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
