ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00012270,PR-00007021,"Leanyer Primary School OSHC","Leanyer School Board Inc","Centre-Based Care","114 Leanyer Drive",LEANYER,NT,0812,"08 8945 5321",,"All educators must complete an induction on the services accounting for children and supervision practices and procedures on commencement of employment.
This must be documented within the staff record for each educator and provided on request. All educators must engage in active supervision training yearly, evidence of this training must be provided to the regulatory authority by 30 June each calendar year – commencing 2025.",174,01/02/2013,"Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Aug 2024","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Jul 2023",,"November 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:00,06:30,08:00,06:30,08:00,06:30,08:00,06:30,08:00,,,,,14:30,17:30,14:30,17:30,12:00,17:30,14:30,17:30,14:30,17:30,,,,,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,,,,,No
SE-00012272,PR-00010151,"St Paul's Primary School Combined OSHC","Catholic Church Diocese of Darwin Education Property Trust","Centre-Based Care","41 Francis Street",NIGHTCLIFF,NT,0810,0889485362,0889480227,,75,28/03/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2021","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2017",31/03/2025,"January 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:40,17:30,14:40,17:30,14:40,17:30,14:40,17:30,14:40,17:30,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00012273,PR-00010151,"Holy Spirit School OSHC","Catholic Church Diocese of Darwin Education Property Trust","Centre-Based Care","Gsell Street",WANGURI,NT,0810,0889273411,0889279971,,100,26/04/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2017",31/03/2025,"October 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:30,14:30,17:30,14:30,17:30,14:30,17:30,14:30,17:30,,,,,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,,,,,No
SE-00012277,PR-40006260,"Moulden Park OSHC","Scallywags Childcare Centre Palmerston Inc","Centre-Based Care","95 Bonson Terrace",MOULDEN,NT,0830,89329433,89329633,,55,04/06/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2019",01/02/2016,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,14:30,17:30,14:30,17:30,14:30,17:30,14:30,17:30,14:30,17:30,,,,,,,,,,,,,,,,,,,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,,,,,No
SE-00012280,PR-00001283,"Bees Creek Outside School Hours Care","Territory Child Care Group Incorporated","Centre-Based Care","Bees Creek Primary School, Lot 3940 Sattler Crescent","BEES CREEK",NT,0835,89833290,89200622,,105,01/02/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2023","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Aug 2018",,"January 2025",No,No,No,Yes,No,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,14:40,18:00,14:40,18:00,14:40,18:00,14:40,18:00,14:40,18:00,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00012281,PR-00002539,"Camp Australia - Good Shepherd Lutheran College St Andrews Campus, Leanyer OSHC","Camp Australia Pty Limited","Centre-Based Care","94 Leanyer Drive",LEANYER,NT,0812,0447139872,,"1. At least one educator is to be a consistent staff member at each service, at all times. This must be someone that holds at least a responsible person delegation or higher.
2. All responsible persons are to be fully inducted to each service they are designated at. This induction must be specific to the service and reflect service specific considerations. Evidence must be able to be provided on request.
3. An induction document is created for each NT service that includes updated information specific to the service. This must include consideration to service and provider specific responses to incident reporting, checking authorised persons, actioning health needs of children and emergency management and procedures. Evidence of the induction documents development must be provided to the regulatory authority within 30 days of the date of the condition being applied.
4. The induction document must be updated and monitored by approved provider and nominated supervisor regularly.
5. Evidence of all staff having read and understood the service specific induction must be able to be recorded and demonstrated on request.",45,22/05/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2024","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Jul 2021",25/01/2016,"May 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:15,07:00,08:15,07:00,08:15,07:00,08:15,07:00,08:15,,,,,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,,,,,08:00,16:00,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00012291,PR-00007027,"Stuart Park Primary OSHC","Stuart Park Primary School Council Inc","Centre-Based Care","Stuart Park Primary School, Nudl Street","STUART PARK",NT,0820,89977321,,,200,19/03/2013,"Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Feb 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2019",,"August 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,08:00,14:30,08:00,14:30,08:00,14:30,08:00,14:30,,,,,,,14:30,17:30,14:30,17:30,14:30,17:30,14:30,17:30,14:30,17:30,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00012296,PR-00007062,"Alice Springs Family Day Care","Alice Springs Family Day Care INC","Family Day Care","42 Bath St, Unit 1 Helm House","ALICE SPRINGS",NT,0870,0889523406,0889523010,"Newly appointed educators effective 21 May 2024 onwards, already hold a Certificate III in Early Education and Care qualification or higher. Educators who are currently studying towards a Certificate III in Early Education and Care must have completed the qualification by 31 December 2024. The approved must ensure that educators currently studying towards a Certificate III in Early Education and Care must care for no more than 4 children at any given time. The approved provider must note that no further waivers will be granted for regulation 127 after the 31 December 2024.",,12/06/2013,"Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Dec 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2020",,"October 2025",No,No,No,No,No,No,No,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,,,,,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,,,,,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,,,,,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,,,,,No
SE-00012299,PR-00010151,"St Joseph's Catholic School After School Care","Catholic Church Diocese of Darwin Education Property Trust","Centre-Based Care","Corner Maluka and Chambers Drive","KATHERINE EAST",NT,0851,0889723555,0889723701,,45,28/03/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2023",31/03/2025,"February 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,14:45,17:30,14:45,17:30,14:45,17:30,14:45,17:30,14:45,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00012307,PR-00007095,"Kentish Family Day Care","Kentish Community Services Ltd.","Family Day Care","3/5 McCourt Road",YARRAWONGA,NT,0830,0889322457,0889324530,"For the service waiver for Regulation 124(2) to apply the following conditions must be met: 
•	Only qualified early childhood education and care diploma level educators are approved to care for up to five preschool age children or under at any time.
•	A maximum of two children under the age of two years are allowed per educator. 
•	No more than 7 children can be educated and cared for as part of the family day care service by an individual educator at any time.",,05/07/2013,"Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2025","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Apr 2023",,"August 2025",No,No,No,No,No,No,No,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00012313,PR-00001283,"Darwin Family Day Care","Territory Child Care Group Incorporated","Family Day Care","10 Mel Road",BERRIMAH,NT,0828,0889200600,,,,08/08/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2025","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Feb 2019",,"June 2025",No,No,No,No,No,No,No,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00,23:59,,,,,,,No
SE-40028183,PR-00001287,"The Essington School Preschool and Long Day Care","The Essington School Darwin Limited","Centre-Based Care","29 Cummins St","RAPID CREEK",NT,0810,"0889850100 presc:8985 0185",,,80,19/04/2024,,,,,,,,,,,,,,,,,,,,"November 2025",Yes,Yes,No,No,No,No,No,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40024286,PR-40025263,"Zuccoli Village Early Learners","GOR YUMBULL CHILDCARE PTY LTD as Trustee for AWEH NT Childcare Trust","Centre-Based Care","4 Peaflower St",ZUCCOLI,NT,0832,"08 7979 9843",,"The approved provider must take reasonable steps to ensure that the nominated supervisor and staff members, of and volunteers at the service follow the services ‘0-2 Movement of children within the service policy’, ensuring continued compliance with Regulation 113 and access to appropriate outdoor environments.",140,30/08/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2024",,,,,,,,,,,"October 2025",Yes,No,No,Yes,Yes,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40020464,PR-40023829,"Zuccoli Primary School OSHC","Zuccoli Primary School Council","Centre-Based Care","130 Zuccoli Parade",ZUCCOLI,NT,0832,"7923 0270/ 08 79 230 222",,,208,28/01/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2023","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2022",,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:10,06:30,08:10,06:30,08:10,06:30,08:10,06:30,08:10,,,,,14:45,17:30,14:45,17:30,14:45,17:30,14:45,17:30,14:45,17:30,,,,,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,,,,,No
SE-40010593,PR-40012633,"Ampe Kenhe Apmere Congress Childcare","CENTRAL AUSTRALIAN ABORIGINAL CONGRESS ABORIGINAL CORPORATION","Centre-Based Care","23-27 Gap Rd","THE GAP",NT,0870,0889514499,,,65,04/10/2017,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2020","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Aug 2018",,"December 2025",Yes,No,No,No,No,No,No,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
