"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-00006207,,"Management Gurus Pty Ltd","Management Gurus Pty Ltd","14 Botanical Drive",UNDERWOOD,QLD,4119,01/01/2012,
PR-40032545,,"LITTLE CREEK EL PTY LTD",,"1311 Goomburra Road",GOOMBURRA,QLD,4362,03/04/2023,
PR-40032552,,"GREEN LEAVES (WA8) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032576,,"Mez Day Care Pty Ltd","Mez Day Care","213 Henty Dr","REDBANK PLAINS",QLD,4301,15/05/2023,
PR-40032629,,"TREEHOUSE EARLY LEARNING MARSDEN PTY LTD",,"16 Hickory St",MARSDEN,QLD,4132,05/04/2023,
PR-40032631,,"GREEN LEAVES (QLD26) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032661,,"Green Leaves (QLD27) Early Learning Centres Pty Ltd",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032662,,"GREEN LEAVES (QLD28) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032663,,"GREEN LEAVES (QLD29) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032664,,"GREEN LEAVES (VIC11) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032665,,"GREEN LEAVES (VIC12) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032667,,"GREEN LEAVES (WA9) EARLY LEARNING CENTRES PTY LTD",,"UNIT 3, 8 MILLER STREET",MURRARRIE,QLD,4172,13/04/2023,
PR-40032669,,"Powerchiro Pty Ltd as Trustee for The Springvale Trust",,"1 Athelstane St","THE RANGE",QLD,4700,08/06/2023,
PR-40032671,,"GREEN LEAVES (WA10) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032672,,"GREEN LEAVES (WA11) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032673,,"GREEN LEAVES (TAS2) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032710,,"KVECC Pty Ltd","Kids Village Early Childhood Centre","Unit 8 153 Smith Road",WOODRIDGE,QLD,4114,01/06/2023,
PR-40032731,,"AOS LEARNING CENTRE PTY LTD",,"136 Fernvale Rd",BRASSALL,QLD,4305,08/05/2023,
PR-40032735,,"SIX2SIXTY Pty Ltd",,"25 Marble Dr",CARRARA,QLD,4211,17/05/2023,
PR-40032737,,"Freckles Toowoomba Pty Ltd ATF Freckles Unit Trust","Freckles Kindy and Learning Centre","236 REUSHLE RD",GEHAM,QLD,4352,03/05/2023,
PR-40032777,,"Teagan Micallef",,"79 Queen St","REDLAND BAY",QLD,4165,03/05/2023,
PR-40032815,,"Jessie Ella Steminger","Squids Playgroup","5 Morris Ct",ANDERGROVE,QLD,4740,08/06/2023,
PR-40032825,,"Allyson Ann Sheppard",,Kuranda,KURANDA,QLD,4881,02/06/2023,
PR-40032876,,"Little Diggers Collinsville Inc.","Little Diggers Collinsville","PO Box 127",COLLINSVILLE,QLD,4804,15/06/2023,
PR-40032929,,"PARKLANDS CHRISTIAN COLLEGE LIMITED",,"11-31 Hillcrest Road","PARK RIDGE",QLD,4125,22/05/2023,
PR-40032939,,"Sparrow Nest Early Learning 101 Pty Ltd",,"Unit 2, 44 Borthwick Ave",MURARRIE,QLD,4172,05/07/2023,
PR-40032942,,"Janulla Brokaj",,"MEADOWBROOK CHILDCARE CENTRE, 16-18 YEATES CR",MEADOWBROOK,QLD,4131,26/06/2023,
PR-40032988,,"Ahmad Shoayb Hosseini",,"31a Cintra St",DURACK,QLD,4077,11/07/2023,
PR-40033025,,"NEW BEGINNINGS EDUCATION PTY LTD",,"U 11  14 Charles St","CAIRNS NORTH",QLD,4870,22/06/2023,
PR-40033061,,"26th Edge Pty Ltd ATF 26th Edge Unit Trust","26th Edge Pty Ltd ATF 26th Edge Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,18/05/2023,
PR-40033064,,"14TH EDGE PTY LTD","14th Edge Pty Ltd ATF 14th Edge Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,18/05/2023,
PR-40033073,,"7TH EDGE PTY LTD","7th Edge Pty Ltd ATF 7th Edge Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,18/05/2023,
PR-40033079,,"Grow Early Education Frankston Pty Ltd ATF Grow Early Education Frankston Unit Trust","Grow Early Education Frankston Pty Ltd ATF Grow Early Education Frankston Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,26/04/2023,
PR-40033141,,"22nd Edge Pty Ltd ATF 22nd Edge Unit Trust","22nd Edge Pty Ltd ATF 22nd Edge Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,18/05/2023,
PR-40033155,,"SOUL KIDS EDUCATION & CARE PTY LTD","Soul Kids Education & Care","1/8 Dray Place",PALMWOODS,QLD,4555,08/06/2023,
PR-40033182,,"Gary Alan Ward",,"12 Woggle St","JAMBOREE HEIGHTS",QLD,4074,22/06/2023,
PR-40033269,,"SUNRISE SANCTUARY EARLY LEARNING PTY LTD",,"46 Ridge Pde",NARANGBA,QLD,4504,16/06/2023,
PR-40033286,,"HARMONY VARSITY LAKES PTY LTD",,"Suite 104 Level 1, 120 Siganto Drive , Helensvale, QLD, 4212",Helensvale,QLD,4212,25/05/2023,
PR-40033297,,"KC SANDGATE PTY LTD","Kindy Cottage Sandgate","6 Flinders Pde",SANDGATE,QLD,4017,09/06/2023,
PR-00000490,,"Winton Shire Council",,"PO Box 288",WINTON,QLD,4735,01/01/2012,
PR-00000491,,"Gin Gin Kindergarten Association Inc",,"PO BOX 29","GIN GIN",QLD,4671,01/01/2012,
PR-00000492,,"Kingaroy Kindergarten Association Inc",,"PO Box 292",KINGAROY,QLD,4610,01/01/2012,
PR-00000493,,"Willmore Kindergarten and Pre School Inc",,"PO Box 293","FERNY HILLS DC",QLD,4055,01/01/2012,
PR-00000494,,"Cloncurry Shire Council",,"PO BOX 3",CLONCURRY,QLD,4824,01/01/2012,
PR-00000495,,"Upper Mt Gravatt Kindergarten Association Inc",,"PO Box 305","MOUNT GRAVATT",QLD,4122,01/01/2012,
PR-00000497,,"Musgrave Hill Community Children's Centre Inc",,"PO BOX 51","CHIRN PARK",QLD,4214,01/01/2012,
PR-00000498,,"Aspley East Kindergarten and Preschool Association Inc",,"PO BOX 31",ASPLEY,QLD,4034,01/01/2012,
PR-00000499,,"Carpentaria Shire Council",,"PO BOX 31",NORMANTON,QLD,4890,01/01/2012,
PR-00000500,,"Banks Street Newmarket Community Preschooling Centre Inc",,"PO BOX 3135",NEWMARKET,QLD,4051,01/01/2012,
PR-00000501,,"John Joseph Nominees Pty Ltd",,"12 Uniting Place, Telina",GLADSTONE,QLD,4680,01/01/2012,
PR-00000502,,"Qld Childcare Centres Pty Ltd as Trustee for The Hawkins Family Unit Trust",,"4 HEATON STREET",BILOELA,QLD,4715,01/01/2012,
PR-00000503,,"Rojaq Holdings Pty Ltd",,"PO BOX 322",SAMFORD,QLD,4520,01/01/2012,
PR-00000504,,"Mary Street Child Care Pty Ltd",,"PO BOX 3234",BIRKDALE,QLD,4159,01/01/2012,
PR-00000505,,"Dysart Kindergarten Inc",,"1 SHANNON CR",DYSART,QLD,4745,01/01/2012,
PR-00000506,,"Moura Community Kindergarten Association Inc",,"PO Box 33",MOURA,QLD,4718,01/01/2012,
PR-00000507,,"Silipo Pty Ltd",,"PO BOX 5084","DAISY HILL",QLD,4127,01/01/2012,
PR-00000508,,"VOLBANE PTY. LIMITED",,"PO BOX 5084","DAISY HILL",QLD,4127,01/01/2012,
PR-00000509,,"Payne Road State School P & C Association",,"PO Box 385","THE GAP",QLD,4061,01/01/2012,
PR-00000512,,"Blackheath & Thornburgh College",,"PO BOX 339","CHARTERS TOWERS",QLD,4820,01/01/2012,
PR-00000513,,"Whitsunday Anglican School Limited",,"PO Box 3390","NORTH MACKAY",QLD,4740,01/01/2012,
PR-00000514,,"Burketown Kindergarten Inc",,"PO BOX 69",BURKETOWN,QLD,4830,01/01/2012,
PR-00000515,,"Bella Grace Aroona Pty Ltd ATF B G Aroona Unit Trust",,"PO BOX 347","MOFFAT BEACH",QLD,4551,01/01/2012,
PR-00000517,,"Bayview Kindergarten Association Inc",,"PO Box 35","DECEPTION BAY",QLD,4508,01/01/2012,
PR-00000518,,"Dimbulah Community Kindergarten Inc",,"PO BOX 35",DIMBULAH,QLD,4872,01/01/2012,
PR-00000519,,"Highfields and District Kindergarten Association Inc",,"1 Bloodwood St",HIGHFIELDS,QLD,4352,01/01/2012,
PR-00000521,,"Proserpine Public Kindergarten Association Inc",,"PO BOX 353",PROSERPINE,QLD,4800,01/01/2012,
PR-00000522,,"Greek Orthodox Community of St George",,"PO BOX 3620","SOUTH BRISBANE",QLD,4101,01/01/2012,
PR-00000523,,"The Chinchilla Community Kindergarten Inc",,"Po Box 367",CHINCHILLA,QLD,4413,01/01/2012,
PR-00000524,,"Maryborough Child Care Centre Inc",,"89 Saltwater Creek Rd, Maryborough",MARYBOROUGH,QLD,4650,01/01/2012,
PR-00000526,,"Family Day Care Association Queensland Ltd",,"PO BOX 579","CANNON HILL",QLD,4170,01/01/2012,
PR-00000527,,"Ipswich East State School P & C Association",,"18 Jacaranda St","EAST IPSWICH",QLD,4305,01/01/2012,
PR-00000528,,"Alexandra-Mooloolaba Community Kindergarten & Preschool Assn Inc",,"14 Coree Crt",MOOLOOLABA,QLD,4557,01/01/2012,
PR-00000529,,"Ashmore Community Children's Centre Inc",,"PO BOX 378","ASHMORE CITY",QLD,4214,01/01/2012,
PR-00000530,,"A & C Moore Pty Ltd",,"PO BOX 3782","BURLEIGH TOWN",QLD,4220,01/01/2012,
PR-00000531,,"North Arm State School P&C Association",,"PO BOX 38",YANDINA,QLD,4561,01/01/2012,
PR-00000532,,"Dalby Beck Street Kindergarten Association Inc",,"PO BOX 383",DALBY,QLD,4405,01/01/2012,
PR-00000533,,"The Young Men's Christian Association of Brisbane",,"PO Box 669","SPRING HILL",QLD,4004,01/01/2012,
PR-00000534,,"Gordonvale Community Kindergarten Association Inc",,"PO BOX 391",GORDONVALE,QLD,4865,01/01/2012,
PR-00000535,,"Rowes Bay Pre School & Kindergarten Assoc of Townsville Inc",,"P.O. Box 40","BELGIAN GARDENS",QLD,4810,01/01/2012,
PR-00000536,,"Raceview State School P & C Association",,"98 Wildey Street",RACEVIEW,QLD,4305,01/01/2012,
PR-00000539,,"Macgregor State Primary School Parents and Citizens Association",,"PO BOX 8221",SUNNYBANK,QLD,4109,01/01/2012,
PR-00000540,,"Cairns Community Kindergarten Incorporated",,"PO Box 41",MANUNDA,QLD,4870,01/01/2012,
PR-00000541,,"Kent Street Community Kindergarten Inc.","Kent Street Community Kindergarten","PO Box 426",BEENLEIGH,QLD,4207,01/01/2012,
PR-00000542,,"Malanda Community Kindergarten Association Inc",,"PO BOX 435",MALANDA,QLD,4885,01/01/2012,
PR-00000543,,"Kenmore State School P & C Association",,"PO BOX 5141","KENMORE EAST",QLD,4069,01/01/2012,
PR-00000545,,"Saint Stephen's College Limited",,"C/- SAINT STEPHEN'S COLLEGE, PO BOX 441",OXENFORD,QLD,4210,01/01/2012,
PR-00000548,,"St Johns Day Care Centre Cairns Ltd",,"PO Box 44R",REDLYNCH,QLD,4870,01/01/2012,
PR-00000549,,"Bowen and District Child Care Association Inc",,"PO BOX 459",BOWEN,QLD,4805,01/01/2012,
PR-00000550,,"Ashgrove Memorial Kindergarten Inc",,"26 WESSEX LANE",ASHGROVE,QLD,4060,01/01/2012,
PR-00000552,,"Longreach Regional Council",,"PO BOX 144",ILFRACOMBE,QLD,4727,01/01/2012,
PR-00000554,,"Marlin Coast Family Day Care Association Inc.",,"PO BOX 474",SMITHFIELD,QLD,4878,01/01/2012,
PR-00000555,,"Wandoan and District Kindergarten Association Inc",,"PO BOX 48",WANDOAN,QLD,4419,01/01/2012,
PR-00000556,,"Redcliffe Assembly Inc",,"PO BOX 487",REDCLIFFE,QLD,4020,01/01/2012,
PR-00000557,,"Cairns & District Child Care Development Association Inc",,"PO BOX 489","EDGE HILL",QLD,4870,01/01/2012,
PR-00000559,,"Aitkenvale State School P & C Association",,"PO BOX 1406",AITKENVALE,QLD,4814,01/01/2012,
PR-00000561,,"Nambour Christian College Ltd",,"PO BOX 500",NAMBOUR,QLD,4560,01/01/2012,
PR-00000562,,"Granville Community Kindergarten Association Inc",,"PO Box 502",MARYBOROUGH,QLD,4650,01/01/2012,
PR-00000564,,"Moreton Bay Regional Council",,"PO BOX 159",CABOOLTURE,QLD,4510,01/01/2012,
PR-00000566,,"Inside Outside Montessori Children's House Pty Ltd",,"5 WOOLLEY STREET",TARINGA,QLD,4068,01/01/2012,
PR-00000569,,"Bayview Heights Community Kindergarten Association Inc",,"6-8 JASPER STREET","BAYVIEW HEIGHTS",QLD,4868,01/01/2012,
PR-00000570,,"Gundala Kindergarten Association Inc",,"416 TINGAL RD",WYNNUM,QLD,4178,01/01/2012,
PR-00000571,,"West End Scott Street Community Kindergarten Association Inc",,"WEST END PRE SCHOOL, 15 HARDGRAVE RD","WEST END",QLD,4101,01/01/2012,
PR-00000572,,"Blackall Kindergarten Association Inc",,"PO BOX 54",BLACKALL,QLD,4472,01/01/2012,
PR-00000573,,"Cambooya Community Kindergarten Association Inc",,"PO Box 54",CAMBOOYA,QLD,4358,01/01/2012,
PR-00000575,,"Narnia Kindergarten and Pre School Association Inc",,"133 Robinson Street",FRENCHVILLE,QLD,4701,01/01/2012,
PR-00000576,,"Birralee Child Care Association Inc",,"PO Box 5425 mmc",MACKAY,QLD,4741,01/01/2012,
PR-00000577,,"Buderim Kindergarten and Pre School Association Inc",,"PO BOX 55",BUDERIM,QLD,4556,01/01/2012,
PR-00000578,,"Kallangur State School P&C Association",,"PO BOX 551",KALLANGUR,QLD,4503,01/01/2012,
PR-00000579,,"Rochedale State School Parents & Citizens Association",,"Rochedale State School, 694 Rochedale Rd",ROCHEDALE,QLD,4123,01/01/2012,
PR-00000580,,"Gold Coast Institute of Tafe Children's Centre Assoc Inc",,"PO BOX 5547","GOLD COAST MAIL CENTRE",QLD,9726,01/01/2012,
PR-00000581,,"Native Enterprises Pty Ltd",,"PO Box 995","PARADISE POINT",QLD,4216,01/01/2012,
PR-00000582,,"Kenmore West Kindergarten & Preschool Association Inc",,"PO Box 56",KENMORE,QLD,4069,01/01/2012,
PR-00000583,,"The Willows Primary P&C Association",,"cnr Bilberry Street & Sandstone Drive",KIRWAN,QLD,4817,01/01/2012,
PR-00000584,,"Beaucare Inc","Beaucare Inc","PO Box 572",BEAUDESERT,QLD,4285,01/01/2012,
PR-00000586,,"Kuranda Community Kindergarten Association Inc",,"PO BOX 580",KURANDA,QLD,4881,01/01/2012,
PR-00000587,,"Ayr Community Kindergarten Association Inc",,"158 MACKENZIE STREET",AYR,QLD,4807,01/01/2012,
PR-00000588,,"Kutjala Playgroup and Kindergarten Inc",,"PO BOX 593","CHARTERS TOWERS",QLD,4820,01/01/2012,
PR-00000589,,"Koolyangarra Kindergarten and Preschool Association Inc",,"29 BOYNE CRS",GLADSTONE,QLD,4680,01/01/2012,
PR-00000590,,"Freshwater State School P&C Association After School Care",,"Freshwater Pre School, 10 Corkill St",FRESHWATER,QLD,4870,01/01/2012,
PR-00000591,,"Hervey Bay Community Kindergarten & Preschool Association Inc",,"71 EAST STREET",SCARNESS,QLD,4655,01/01/2012,
PR-00000592,,"Mitchelton Pre-Schooling Centre Inc",,"29 KEDRON AVENUE",MITCHELTON,QLD,4053,01/01/2012,
PR-00000593,,"Indooroopilly After School Care Association Inc",,"P.O. Box 607",INDOOROOPILLY,QLD,4068,01/01/2012,
PR-00000594,,"Laidley Kindergarten Assoc Inc",,"PO BOX 61",LAIDLEY,QLD,4341,01/01/2012,
PR-00000595,,"The Roman Catholic Trust Corporation for the Diocese of Rockhampton",,"PO BOX 524",ROCKHAMPTON,QLD,4700,01/01/2012,
PR-00000596,,"CANTERBURY COLLEGE LIMITED",,"Canterbury College, 152 Old Logan Village Rd",WATERFORD,QLD,4133,01/01/2012,
PR-00000597,,"Middle Park State School P & C Association",,"PO BOX 617","MOUNT OMMANEY",QLD,4074,01/01/2012,
PR-00000598,,"Ironside Community After School Activities Group Inc",,"Ironside State School, 2 Hawken Dr","ST LUCIA",QLD,4067,01/01/2012,
PR-00000599,,"Samford Community Kindergarten Inc",,"PO Box 62",SAMFORD,QLD,4520,01/01/2012,
PR-00000600,,"Mooloolah P & C Association",,"PO BOX 6211",MOOLOOLAH,QLD,4553,01/01/2012,
PR-00000601,,"QUEENSLAND JEWISH KINDERGARTEN ASSOC INCORPORATED",,"691-695 Fig Tree Pocket Rd","FIG TREE POCKET",QLD,4069,01/01/2012,
PR-00000602,,"Bowen/Collinsville Family Day Care Association Inc",,"P O Box 626",BOWEN,QLD,4805,01/01/2012,
PR-00000603,,"Newtown State School P & C Association",,"PO Box 9613","WILSONTON TOOWOOMBA",QLD,4350,01/01/2012,
PR-00000606,,"Bundaberg Community Kindergarten Association Inc",,"55A Electra Street",BUNDABERG,QLD,4670,01/01/2012,
PR-00000607,,"Balaclava After School Care & Vacation Care Association Inc",,"PO BOX 652M",MANUNDA,QLD,4870,01/01/2012,
PR-00000608,,"Cloncurry Kindergarten Association Inc",,"PO BOX 240",CLONCURRY,QLD,4824,01/01/2012,
PR-00000611,,"Pananga Pty Ltd",,"PO BOX 68","RED HILL",QLD,4059,01/01/2012,
PR-00000612,,"Lowood & District Community Kindergarten Association Inc",,"PO Box 69",LOWOOD,QLD,4311,01/01/2012,
PR-00000613,,"Rivermount Education Ltd",,"PO BOX 693",BEENLEIGH,QLD,4207,01/01/2012,
PR-00007900,,"Donna Rutterman",,"4 Bellbird Cres",COOMERA,QLD,4209,04/12/2013,
PR-00007925,,"Alison Campbell ATF Alison Campbell Childcare Trust","Active Kids Early Learning Centre Mt Gravatt East","245 Chatsworth Road",COORPAROO,QLD,4151,09/08/2012,
PR-00007932,,"Imagine Applied Education Services Inc",,"PO Box 952","SOUTHPORT BC",QLD,4215,13/10/2012,
PR-00007936,,"Gravel and Joseph Pty Ltd ATF Gravel and Joseph Trust",,"1 Alison Rd",CARRARA,QLD,4211,10/08/2012,
PR-00008029,,"The Creche and Kindergarten Association Limited",C&K,"257 Gympie Road",KEDRON,QLD,4031,06/11/2012,
PR-00008077,,"Tradecoast Central Childcare Pty Ltd ATF Tradecoast Central Childcare Trust",,"41 Schneider Road","EAGLE FARM",QLD,4009,31/08/2012,
PR-00008091,,"EARLY LEARNING AUSTRALIA PTY LTD","EARLY LEARNING AUSTRALIA PTY LTD","PO Box 7565, Early Learning Australia","EAST BRISBANE",QLD,4169,11/10/2012,
PR-00008112,,"Coen Kindergarten Association Inc",,"62 Taylor St",COEN,QLD,4892,01/01/2012,
PR-00008113,,"Cooktown Kindergarten Association Inc",,"PO Box 727",COOKTOWN,QLD,4895,01/01/2012,
PR-00004824,,"Admena Pty Ltd","Admena Pty Ltd","44 Wood Cres",BARINGA,QLD,4551,01/09/2009,
PR-00004831,,"GOODSTART EARLY YEARS LIMITED","GOODSTART EARLY LEARNING","43 METROPLEX AV",MURARRIE,QLD,4172,28/03/2012,
PR-00007755,,"Early Education Australia Pty Ltd",,"31 SPENCER AV","DECEPTION BAY",QLD,4508,01/01/2012,
PR-00007756,,"Borotino Pty Ltd",,"12-14 Croydon Rd","LOGAN CENTRAL",QLD,4114,01/01/2012,
PR-00007759,,"DENIZEN ENTERPRISES PTY LTD",,"59 MUNGERA ST","BIGGERA WATERS",QLD,4216,01/01/2012,
PR-00007760,,"Trinity College Gladstone Limited",,"4 ARCHER STREET , SUN VALLEY",GLADSTONE,QLD,4680,20/01/2012,
PR-00007761,,"Nick Kolatsis",,"PO BOX 7538","EAST BRISBANE",QLD,4169,10/04/2012,
PR-00007765,,"Kylie Barrett",,"3 WAYNE STREET ","STAFFORD HEIGHTS",QLD,4053,01/01/2012,
PR-00007766,,"Moranbah Early Learning Centre Pty Ltd",,"221-227 Mills Ave",MORANBAH,QLD,4744,01/01/2012,
PR-00007767,,"Ziel Pty Ltd",,"5A CAMPBELL STREET",TOOWOOMBA,QLD,4350,01/01/2012,
PR-00007769,,"Sunrise Kids Pty Ltd ATF Kudos Kids Green Trust",,"PO BOX 358",ASHGROVE,QLD,4060,01/01/2012,
PR-00007773,,"Crows Nest And District Children's Centre And Kindergarten Association Inc.",,"1 LALOR STREET","CROWS NEST",QLD,4355,25/06/2012,
PR-00007774,,"Excellence In Care Pty Ltd",,"PO Box 4313",SPRINGFIELD,QLD,4300,01/07/2012,
PR-00007775,,"International Services Corporation Pty Ltd",,"PO BOX 1 ",JIMBOOMBA,QLD,4280,02/03/2012,
PR-00007776,,"Jubarlee Enterprises Pty Ltd ATF The Longden Family Trust And Feng Holdings Pty Ltd ATF The Feng Family Trust",,"56 ORANGE GROVE ROAD","COOPERS PLAINS",QLD,4108,09/03/2012,
PR-00007778,,"St Michael's College",,"1-63 THE ABBEY PLACE",CABOOLTURE,QLD,4510,18/06/2012,
PR-00007781,,"PLAY STATION (QLD) PTY LTD",,"1267 SANDGATE ROAD","NUNDAH VILLAGE",QLD,4012,01/01/2012,
PR-00007782,,"Trillionz Pty Ltd",,"99 HAIG STREET",BRASSALL,QLD,4305,27/02/2012,
PR-00007783,,"Lorriebec Pty Ltd ATF Virgen Family Trust",,"6 EVA COURT",KIPPA-RING,QLD,4021,28/06/2012,
PR-40016982,,"PIRATE FLAG PTY LTD",,"PO Box 323",UNDERWOOD,QLD,4119,19/09/2018,
PR-40016986,,"Jungle Gems Pty Ltd ATF The Jungle Gems Trading Trust","Jungle Gems Early Learning Centre","2 Winderadeen Ct",NERANG,QLD,4211,06/09/2018,
PR-40017102,,"Lisa Kathleen Blakey","Modern Family Early Learning","41 Dale St",BURPENGARY,QLD,4505,13/09/2018,
PR-40017112,,"Kids House Early Learning Pty Ltd","Story House Early Learning","PO BOX 450","CANNON HILL",QLD,4170,12/09/2018,
PR-40017150,,"ABH Investments Pty Ltd ATF OHL Family Trust",,"PO Box 4753","ROBINA TOWN CENTRE",QLD,4230,17/10/2018,
PR-40017246,,"Story House Early Learning No 26 Pty Ltd","Story House Early Learning","57 Old Cleveland Road","STONES CORNER",QLD,4120,06/09/2018,
PR-40017247,,"Story House Early Learning No 27 Pty Ltd","Story House Early Learning","PO BOX 450","CANNON HILL",QLD,4170,07/09/2018,
PR-40017248,,"Story House Early Learning No 28 Pty Ltd","Story House Early Learning","Level 1, 19 Corporate Drive,","CANNON HILL",QLD,4170,07/09/2018,
PR-40017293,,"Dendy Street Childcare Pty Ltd",,"PO Box 515","VARSITY LAKES",QLD,4227,14/01/2019,
PR-40017315,,"BENTLEY PARK CHILD CARE PTY LTD",,"PO Box 779","SANCTUARY COVE",QLD,4212,17/09/2018,
PR-40017367,,"The Gap Play and Learn Centre Pty Ltd",,"U 421  30 Macrossan St","BRISBANE CITY",QLD,4000,02/11/2018,
PR-40017368,,"Burpengary Play and Learn Centre Pty Ltd",,"U 421  30 Macrossan St","BRISBANE CITY",QLD,4000,01/11/2018,
PR-40017370,,"Deception Bay Play and Learn Centre Pty Ltd",,"U 421  30 Macrossan St","BRISBANE CITY",QLD,4000,01/11/2018,
PR-40017399,,"TIGGER'S BOUNCE HOUSE PTY LTD",,"PO Box 7412","KIN KORA",QLD,4680,11/02/2019,
PR-40017421,,"LOG ON NO. 2 PTY LTD",,"PO Box 178","CANNON HILL",QLD,4170,03/10/2018,
PR-40017449,,"BUCASIA PRIMARY P&C ASSOCIATION","Bucasia Primary P&C Association","PO Box 59","RURAL VIEW",QLD,4740,23/10/2018,
PR-40017471,,"Tatiana Vladimirovna Gidrevich",,"U 5  2304 Gold Coast Hwy","MERMAID BEACH",QLD,4218,31/10/2018,
PR-40017514,,"Atherton Community Kindergarten Inc",,"50 Kelly St",ATHERTON,QLD,4883,19/10/2018,
PR-40017534,,"RST INNOVATIONS PTY LTD","Itty Innovators Early Education","15 Old Homebush Rd","GOWRIE JUNCTION",QLD,4352,20/12/2018,
PR-40017545,,"Feruza Tashbulatova","Sparrow Family Day Care","6 Windjana Ct",PARKINSON,QLD,4115,10/10/2018,
PR-40017550,,"SYMPHONY 9 PTY LTD","Symphony Early Learning Centre","156 Mulgrave Road",CAIRNS,QLD,4870,07/11/2018,
PR-40017562,,"KHANZ GROUP PTY LTD","ILM EARLY LEARNING CENTRE","11 Bushmills Ct",HILLCREST,QLD,4118,16/10/2018,
PR-40017572,,"Piccino Pty Ltd as The Trustee for JMF Unit Trust",PICCINO,"63 K P McGrath Dr",ELANORA,QLD,4221,22/10/2018,
PR-40017586,,"Yang Corporate Pty Ltd as Trustee for Yang Family Trust",,"15 Kakirra Pl","EIGHT MILE PLAINS",QLD,4113,18/10/2018,
PR-40017612,,"GREEN LEAVES (QLD7) EARLY LEARNING CENTRES PTY LTD",,"PO Box 549",BULIMBA,QLD,4171,19/12/2018,
PR-40017613,,"PUZZLES EDUCATION PTY LTD",,"109 Timor Avenue",LOGANHOLME,QLD,4129,29/10/2018,
PR-40017763,,"Edge Early Learning Ferny Grove Pty Ltd","Edge Early Learning Ferny Grove","70 cordelia street","SOUTH BRISBANE",QLD,4101,16/11/2018,
PR-40017766,,"Edge Early Learning Peregian Springs Pty Ltd","Edge Early Learning Peregian Springs","70 Cordelia St","SOUTH BRISBANE",QLD,4101,16/11/2018,
PR-40017768,,"Edge Early Learning Zillmere Pty Ltd","Edge Early Learning Zillmere","70 Cordelia St","SOUTH BRISBANE",QLD,4101,16/11/2018,
PR-40017769,,"J L CHILDCARE SERVICES PTY LTD",,"PO Box 308","PARADISE POINT",QLD,4216,21/02/2019,
PR-40017776,,"Edge Early Learning North Harbour Pty Ltd","Edge Early Learning North Harbour","70 Cordelia St","SOUTH BRISBANE",QLD,4101,16/11/2018,
PR-40017777,,"Edge Early Learning Aroona Pty Ltd","Edge Early Learning Aroona","70 Cordelia St","SOUTH BRISBANE",QLD,4101,16/11/2018,
PR-40017778,,"WATTLE MONTESSORI PTY LTD","I AM Montessori","10 Chelsea Crescent","ALEXANDRA HILLS",QLD,4161,11/12/2018,
PR-40017779,,"Greenheart Montessori Pty Ltd","I AM Montessori","10 Chelsea Crescent","ALEXANDRA HILLS",QLD,4161,11/12/2018,
PR-40017786,,"Adjana NT Investments Pty Ltd as Trustee for Tahben Unit Trust",,"389 Bonogin Rd",BONOGIN,QLD,4213,04/12/2018,
PR-40017815,,"Edge Early Learning Marsden Pty Ltd","Edge Early Learning Marsden","70 Cordelia St","SOUTH BRISBANE",QLD,4101,26/11/2018,
PR-40017830,,"Willowvale Childcare Pty Ltd as Trustee for Willowvale Childcare Trust","The Montessori Farm","7 Taroona Cct",OXENFORD,QLD,4210,25/02/2019,
PR-40002249,,"RCG Creative Pty Ltd as Trustee for The Grugan Family Trust",,"10 Chelsea Crescent","ALEXANDRA HILLS",QLD,4161,08/10/2014,
PR-40002255,,"Rebecca Ann Mercer","Little Dee's Family Day Care","72 Kilsay Cres",MEADOWBROOK,QLD,4131,04/08/2014,
