ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-40000445,PR-00005904,"CatholicCare Children's Services - Summerdale Outside School Hours Care","CatholicCare Tasmania","Centre-Based Care","Summerdale Primary School, 82-84 Stanley St",SUMMERHILL,TAS,7250,1300119455,0363445429,,45,04/02/2013,"Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","May 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2019",,"August 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,,,,,,,,,,,,,,,No
SE-40000449,PR-00005914,"Port Sorell Outside School Hours Care","Devonport Child Care Centres Inc","Centre-Based Care","Pitcairn Street","PORT SORELL",TAS,7307,0364246747,0364233312,,30,01/02/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2021","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2017",,"April 2025",No,No,No,Yes,Yes,No,No,,,06:30,11:00,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,,,,,,,,,,,,,,,,,,,No
SE-40000454,PR-00005946,"Invermay Outside School Hours Care Service","Thrive Group Tasmania Inc","Centre-Based Care","Invermay Primary School, Mayne Street",INVERMAY,TAS,7250,0363411555,0363449493,,40,01/02/2013,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2022","Meeting NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Aug 2021",,"July 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,No
SE-40000486,PR-40000469,"Explore Learning Educational Care","Miss Alicia May Lampkin","Centre-Based Care","17 Main Street",BRIDPORT,TAS,7262,0363561888,,,66,09/08/2013,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2024","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2018",,"March 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017014,PR-00005928,"Discovery Early Learning Centres- Romaine OSHC","J & L Enterprises Pty Ltd","Centre-Based Care","Cnr Roslyn Ave and Mount Street",Burnie,TAS,7320,0364065494,,,43,10/10/2024,,,,,,,,,,,,,,,,,,,,"December 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,06:30,09:00,06:30,09:00,06:30,09:00,06:30,09:00,06:30,09:00,,,,,14:30,18:30,14:30,18:30,14:30,18:30,14:30,18:30,14:30,18:30,,,,,,,,,,,,,,,,,,,No
SE-40022338,PR-00005904,"CatholicCare Childrens Services - St Anthonys Outside School Hours Care","CatholicCare Tasmania","Centre-Based Care","382A West Tamar Road",RIVERSIDE,TAS,7250,,,,45,02/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2024",,,,,,,,,,,"June 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,06:45,08:45,06:45,08:45,06:45,08:45,06:45,08:45,06:45,08:45,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,,,,,,,,,,,,,,,No
SE-40022570,PR-00005904,"Ludo Early Learning - St Brigid's","CatholicCare Tasmania","Centre-Based Care","St Brigid's School, 89 Montagu St","NEW NORFOLK",TAS,7140,"0475215262 (service number)",,,24,11/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2024",,,,,,,,,,,"December 2025",Yes,No,No,Yes,Yes,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40026004,PR-40029680,"Southern Christian College Outside School Hours Care","SOUTHERN CHRISTIAN COLLEGE LTD","Centre-Based Care","Southern Christian College, 150 Redwood Rd",KINGSTON,TAS,7050,0362295744,,"The approved provider is required to conduct and retain records of regular assessments of the grate covering the water retention tanks under the deck for the approved OSHC space, to ensure that is remains securely fastened and children do not have unsupervised access to the water.",30,29/05/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2024",,,,,,,,,,,"March 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:30,08:45,07:30,08:45,07:30,08:45,07:30,08:45,07:30,08:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,No
SE-40007957,PR-40011040,"Collinsvale Uniting Outside School Hours Care","UNITING (VICTORIA AND TASMANIA) LIMITED","Centre-Based Care","Collinsvale Primary School, 508 Collinsvale Rd",COLLINSVALE,TAS,7012,0409652590,,"1. The service waiver of regulation 110 only applies when the service is located at the General Purpose Hall-Building 6. 
2. The service must not operate for extended hours, including but not limited to vacation care, and is approved to operate during before school care and after school care periods.",20,27/01/2017,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2023","Meeting NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","May 2018",01/07/2017,"February 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:00,18:00,03:00,18:00,03:00,18:00,,,,,,,,,,,,,,,,,,,Yes
SE-40029219,PR-00005909,"Coastal Connections Riana","Coastal Family Day Care Scheme Inc","Centre-Based Care","1225 Pine Road",RIANA,TAS,7316,0364353322,,,45,28/02/2024,,,,,,,,,,,,,,,,,,,,"November 2025",Yes,No,No,Yes,No,No,No,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,,,,,13:00,18:00,13:00,18:00,13:00,18:00,13:00,18:00,13:00,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,Yes
SE-40029334,PR-40011040,"Molesworth Uniting Outside School Hours Care","UNITING (VICTORIA AND TASMANIA) LIMITED","Centre-Based Care","540 Molesworth Rd",MOLESWORTH,TAS,7140,1800183103,,,30,05/02/2024,,,,,,,,,,,,,,,,,,,,"December 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,,,,,,,,,,,,,,,,,,,Yes
SE-40029654,PR-40011040,"Eastside Uniting Outside School Hours Care","UNITING (VICTORIA AND TASMANIA) LIMITED","Centre-Based Care","Eastside Lutheran College, 15 Acorn Dr",WARRANE,TAS,7018,1800183103,,"1.	The service waiver of regulation 110 only applies when the service is located at the school hall.
2.	The service must not operate for extended hours, including but not limited to vacation care, and is approved to operate during before school care and after school care periods.",30,08/03/2024,,,,,,,,,,,,,,,,,,,,"November 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,,,,,,,,,,,,,,,Yes
SE-00010072,PR-00005936,"Lady Gowrie Tasmania- St Therese's Outside School Hours Care","Lady Gowrie Tasmania Inc.","Centre-Based Care","St Therese's School, 24 Hopkins St",MOONAH,TAS,7009,0362306851,,,65,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2023","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Jan 2023",01/09/2025,"April 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:15,08:30,07:15,08:30,07:15,08:30,07:15,08:30,07:15,08:30,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,07:15,18:00,07:15,18:00,07:15,18:00,07:15,18:00,07:15,18:00,,,,,No
SE-00010075,PR-00005963,"Stepping Stones - Margate Outside School Hours Care","Duerinckx Enterprises Pty Ltd ATF Duerinckx Futures Family Trust","Centre-Based Care","Margate Primary School, 7 Van Morey Rd",MARGATE,TAS,7054,0499233771,0364253599,,58,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2021","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2015",,"December 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,14:50,18:30,14:50,18:30,14:50,18:30,14:50,18:30,14:50,18:30,,,,,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,,,,,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,No
SE-00010080,PR-00005963,"Stepping Stones Children's Centre","Duerinckx Enterprises Pty Ltd ATF Duerinckx Futures Family Trust","Centre-Based Care","11 Moore St","WEST ULVERSTONE",TAS,7315,0364256524,0364256858,,37,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Nov 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2018",,"July 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010081,PR-00005964,"Stewart Child Care Services","Stewart Child Care Services Inc","Centre-Based Care","Stewart Child Care Services, 35-37 Watchorn St","SOUTH LAUNCESTON",TAS,7249,"03 6344 9490","03 6343 6893",,91,01/01/2012,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Dec 2018",,"May 2025",Yes,No,No,No,No,No,No,07:15,17:45,07:15,17:45,07:15,17:45,07:15,17:45,07:15,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010086,PR-00005913,"The Valley Children's Centre","Derwent Valley Council","Centre-Based Care","The Valley Childrens Centre, 45 Ring Rd","NEW NORFOLK",TAS,7140,0362611203,,"
The approved provider is required to relocate children enrolled and attending The Valley Children’s Services from the current transportable buildings on the service site, to the permanent education and care service dwelling at 45 Ring Road, New Norfolk, Tasmania 7140 at the completion of the renovations, at which time the transportable buildings will no longer be utilised for education and care as part of the service.  
",95,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2021","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2019",,"October 2025",Yes,No,No,Yes,Yes,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,10:30,18:00,07:00,18:00,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00010087,PR-40025206,"Tiny Tackers Children's Centre","Carlton St Child Care Investments Pty Ltd","Centre-Based Care","19 Clydesdale Ave",GLENORCHY,TAS,7010,"03 6272 2886",,,55,01/01/2012,"Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Jul 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2021",28/06/2024,"May 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010088,PR-00005973,"Toddle Inn Child Care Centre","Toddle Inn Child Care Centre Inc.","Centre-Based Care","2 Alveston Drive",DELORAINE,TAS,7304,0363623007,"03 6362 4115",,50,01/01/2012,"Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Jun 2024","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","May 2021",,"May 2025",Yes,No,No,Yes,Yes,Yes,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010089,PR-00005905,"Ulverstone Child Care Centre","Central Coast Council","Centre-Based Care","Cnr Alexander Rd & James St",ULVERSTONE,TAS,7315,0364253505,0364257047,,75,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2021","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Mar 2020",,"September 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
