ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-40028444,PR-00000823,"Guardian Childcare and Education Evanston Gardens","Guardian Community Early Learning Centres Pty Ltd","Centre-Based Care","Lot 1701  Clark Rd","EVANSTON GARDENS",SA,5116,0885206280,,,102,11/04/2024,"Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jul 2025",,,,,,,,,,,"September 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40028493,PR-00000823,"Guardian Childcare and Education Mt Barker Bollen Road","Guardian Community Early Learning Centres Pty Ltd","Centre-Based Care","4 Bollen Rd","MOUNT BARKER",SA,5251,,,,97,11/04/2024,"Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Sep 2025",,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40028499,PR-00002539,"Camp Australia - Heritage College OSHC","Camp Australia Pty Limited","Centre-Based Care","2-10 Heritage Ct",ADELAIDE,SA,5000,0498988462,,,45,15/01/2024,,,,,,,,,,,,,,,,,,,28/01/2025,"July 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40028560,PR-00000823,"Guardian Childcare and Education Banksia Park","Guardian Community Early Learning Centres Pty Ltd","Centre-Based Care","275-277 Hancock Rd","BANKSIA PARK",SA,5091,0872862062,,,98,11/04/2024,"Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Aug 2025",,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40028583,PR-40026948,"Nido Early School Cumberland Park","NEST EARLY EDUCATION SERVICES PTY LTD","Centre-Based Care","448-452 Goodwood Road","CUMBERLAND PARK",SA,5041,0871232470,,,86,27/08/2024,,,,,,,,,,,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010829,PR-00006069,"Raukkan Preschool","Department for Education","Centre-Based Care","Taplin Street",RAUKKAN,SA,5259,0885740042,0885740030,"The maximum number of children to be educated and cared for at the approved education and care premises, including the approved education and care premises of Raukken Occasional Care (SE-00016500) must not exceed 18 children in total. AF
APP-40173401",18,01/01/2012,"Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Dec 2020","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Working Towards NQS","Oct 2018",,"November 2020",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,09:00,14:00,09:00,14:00,09:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010830,PR-00006069,"Redwood Park Preschool","Department for Education","Centre-Based Care","2-10 Lokan Street","REDWOOD PARK",SA,5097,0882638333,0883961713,,30,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Aug 2017",,,,,,,,,,,"September 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,08:15,15:45,08:15,15:45,,,08:15,15:45,08:15,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010831,PR-00006305,"Redwood Park Primary School OSHC","Redwood Park Primary School Council","Centre-Based Care","2-10 Lokan St","REDWOOD PARK",SA,5097,"(08) 8264 9734","(08) 8396 1713",,70,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2025","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Dec 2017",,"April 2025",No,No,No,Yes,Yes,Yes,No,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:05,18:00,15:05,18:00,15:05,18:00,15:05,18:00,15:05,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00010832,PR-00006337,"Regency Road Child Care Centre & Kindergarten","Ms Shirley Skinner","Centre-Based Care","529 Regency Road","SEFTON PARK",SA,5083,"(08) 8344 1065","(08) 8344 3553",,76,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","May 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2014",,"April 2025",Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010833,PR-00006069,"Rendelsham Preschool","Department for Education","Centre-Based Care","Nilsson Street",RENDELSHAM,SA,5280,0887354236,0887354335,,15,01/01/2012,"Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Nov 2024","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Feb 2014",,"September 2024",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,08:30,15:15,,,08:30,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010834,PR-00006306,"Renmark Children's Centre","Renmark Children's Centre Inc","Centre-Based Care","204 Eighteenth Street",RENMARK,SA,5341,"(08) 8586 6063","(08) 8586 6159",,89,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Aug 2017",,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,Yes,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010835,PR-00006069,"Renmark Children's Centre for Early Childhood Development and Parenting","Department for Education","Centre-Based Care","204 Eighteenth Street",RENMARK,SA,5341,0885866063,0885866159,,39,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Aug 2017",,,,,,,,,,,"October 2025",No,No,Yes,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,08:45,15:30,08:45,15:30,08:45,15:30,08:45,15:30,08:45,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010836,PR-00006404,"Riverland Early Learning Centre","The trustee for Bishop Family Trust","Centre-Based Care","230 Seventeenth Street",RENMARK,SA,5341,0403439216,0885866211,,90,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2022","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Aug 2019",07/11/2016,"November 2025",Yes,No,No,No,No,No,No,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010837,PR-00006069,"Renmark North Preschool","Department for Education","Centre-Based Care","Warrego Street","RENMARK NORTH",SA,5341,0885953274,0885953003,,30,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2020","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","May 2018",,"June 2024",No,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,09:00,18:00,09:00,18:00,,,,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010838,PR-00006307,"Renmark OSHC - Renmark","Renmark Primary School Council Inc","Centre-Based Care","Renmark Primary School, 58 Murtho St",RENMARK,SA,5341,0885864481,,,65,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2022","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Feb 2020",,"September 2022",No,No,No,Yes,Yes,Yes,No,15:20,18:00,15:20,18:00,15:20,18:00,14:30,18:00,15:20,18:00,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:20,18:00,15:20,18:00,15:20,18:00,14:30,18:00,15:20,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-00010839,PR-00006069,"Renmark West Preschool","Department for Education","Centre-Based Care","Tarcoola Street",RENMARK,SA,5341,0885951036,0885951849,,22,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2017",,,,,,,,,,,"October 2025",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:45,15:00,08:45,15:00,08:45,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010840,PR-00006308,"Reynella Community Children's Centre","Reynella Community Children's Centre Inc.","Centre-Based Care","65 Concord Drive",REYNELLA,SA,5161,0883813699,0883814040,,52,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2020","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Feb 2019",,"December 2025",Yes,No,No,No,No,No,Yes,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010841,PR-00006069,"Reynella East Preschool","Department for Education","Centre-Based Care","63 Malbeck Drive","REYNELLA EAST",SA,5161,0883292300,0883815084,,35,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2021","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2015",,"May 2021",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,08:00,15:30,08:00,15:30,,,08:00,15:30,08:00,15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010842,PR-00006188,"Reynella East College Out of School Hours Care","Enventive Incorporated","Centre-Based Care","63 Malbeck Drive","REYNELLA EAST",SA,5161,"0400 413 422",,,86,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2016",,,,,,,,,,,"September 2025",No,No,No,Yes,Yes,Yes,No,07:00,08:30,15:00,18:15,15:00,18:15,15:00,18:15,15:00,18:15,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,15:00,18:15,15:00,18:15,15:00,18:15,15:00,18:15,15:00,18:15,,,,,07:00,18:15,07:00,18:15,07:00,18:15,07:00,18:15,07:00,18:15,,,,,No
SE-00010843,PR-00006463,"YMCA Reynella OSHC","YMCA of South Australia Inc","Centre-Based Care","55-63 Concord Dr","OLD REYNELLA",SA,5161,0439432722,,,105,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2025","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Jan 2017",02/10/2018,"June 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:05,18:30,15:05,18:30,15:05,18:30,15:05,18:30,15:05,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-00010844,PR-00006069,"Reynella Kindergarten","Department for Education","Centre-Based Care","28 Thames Drive",REYNELLA,SA,5161,0883812086,0883228753,,30,01/01/2012,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Aug 2015",,,,,,,,,,,"March 2025",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010845,PR-00006069,"Reynella South Preschool","Department for Education","Centre-Based Care","119-135 Sherriffs Road",REYNELLA,SA,5161,0883811407,0883814932,,45,01/01/2012,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Aug 2017",,,,,,,,,,,"October 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,08:30,12:30,08:30,15:00,,,08:30,15:00,,,,,,,,,08:30,15:00,,,08:30,15:00,,,,,,,,,,,,,,,,,,,No
SE-00010846,PR-00006310,"Reynella South Primary School OSHC","Reynella South Primary School Council Inc","Centre-Based Care","119 - 135 Sherriffs Road",REYNELLA,SA,5161,0883811407,0883814932,,45,01/01/2012,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Feb 2017",,,,,,,,,,,"September 2025",No,No,No,Yes,Yes,Yes,No,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:00,18:00,15:00,18:00,14:45,18:00,15:00,18:00,15:00,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
