"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-40029633,,"PALM BEACH OPERATIONS PTY LTD as Trustee for Palm Beach Operations Unit Trust",,"PO BOX 5212","GOLD COAST MC",QLD,9726,23/05/2022,
PR-40029640,,"FOUR LITTLE BEARS PTY LTD","Kingsford Early Learning Centre","52 Barker St",KINGSFORD,NSW,2032,08/09/2022,
PR-40029646,,"The Trustee for Asik Family Trust",,"PO BOX 480",DOVETON,VIC,3177,20/03/2023,
PR-40029648,,"Andrew William Kirkman",,"107 Girraween Gr",ASHGROVE,QLD,4060,02/06/2022,
PR-40029653,,"CSD & JKM PTY LTD","Banksia Kids Early Learning Centre","22 Banksia Rd",WALLISTON,WA,6076,29/06/2022,
PR-40029656,,"GREEN LEAVES (SA11) EARLY LEARNING CENTRES PTY LTD",,"U 3, 8 Miller St",MURARRIE,QLD,4172,24/05/2022,
PR-40029661,,"LITTLE WILDLINGS NATURE CO PTY LTD","Little Wildlings Nature Co","19 Hill Street",CURRIMUNDI,QLD,4551,21/07/2022,
PR-40029664,,"ZEN CHILDCARE PTY LTD",,"U 2  9 Clembury Pl",ALGESTER,QLD,4115,09/06/2022,
PR-40029670,,"GREEN LEAVES (SA12) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,24/05/2022,
PR-40029671,,"GREEN LEAVES (SA13) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,24/05/2022,
PR-40029675,,"ASPIRE EARLY EDUCATION & KINDERGARTEN DEANSIDE PTY LTD","Aspire Early Education & Kindergarten Deanside PTY LTD","100 Sinclairs rd",PLUMPTON,VIC,3335,14/09/2022,
PR-40029676,,"GREEN LEAVES (VIC10) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,24/05/2022,
PR-40029680,,"SOUTHERN CHRISTIAN COLLEGE LTD","Southern Christian College Ltd","Southern Christian College, 150 Redwood Rd",KINGSTON,TAS,7050,20/07/2022,
PR-40029681,,"EL BOPOREA PTY LTD",,"514 HIGHBURY RD","GLEN WAVERLEY",VIC,3150,04/11/2022,
PR-40029685,,"HILLS INTERNATIONAL COLLEGE LTD","Hills Pre Prep Centre","Hills International College, 105-111 Johanna Street",JIMBOOMBA,QLD,4280,25/07/2022,
PR-40029689,,"TOODYAY EARLY LEARNING CENTRE PTY LTD","Toodyay Early Learning Centre","2 Settlers Ridge",TOODYAY,WA,6566,05/08/2022,
PR-40029691,,"Mitchelton Youth Club Inc",16/05/1940,"20 Tel-el-Kebir Street",MITCHELTON,QLD,4053,12/07/2022,
PR-40029697,,"Ruba Selvamani",,"283B, Blacktown Road",PROSPECT,NSW,2148,25/10/2022,
PR-40029709,,"WARREN PARK ELC PTY LTD",,"3 Vanstone St",ROCHEDALE,QLD,4123,22/06/2022,
PR-40029731,,"URBAN EARLY LEARNING PTY LTD.","Urban Early Learning","37a Stewart St",HAWTHORNE,QLD,4171,19/09/2022,
PR-40029743,,"Bloom Early Education Australia Pty Ltd","Bloom Early Education Australia Pty Ltd","8a Babel Rd",WELSHPOOL,WA,6106,22/07/2022,
PR-40029747,,"RP EDUCATION PTY LTD",n/a,"21 KATOOMBA RD",BEAUMONT,SA,5066,16/08/2022,
PR-40029763,,"ANELC PTY LTD as Trustee for ANELC UNIT TRUST",,"19 Armstrong Street",PETRIE,QLD,4502,23/06/2022,
PR-40029784,,"AEL MANAGEMENT PTY LIMITED","AEL Management","2 Osborne Rd",MANLY,NSW,2095,08/09/2022,
PR-40029787,,"HARMONY BAHRS SCRUB PTY LTD",,"Suite 104 Level 1, 120 Siganto Drive , Helensvale, QLD, 4212",Helensvale,QLD,4212,01/06/2022,
PR-40029796,,"RED LION EDUCATION PTY LIMITED","Beyond Early Learning","Scotch College, 23 Carruth Rd","TORRENS PARK",SA,5062,05/08/2022,
PR-40029802,,"1234 PTY LTD",,"Brandon Park Corporate Centre, L 3  2 Brandon Park Dr","WHEELERS HILL",VIC,3150,24/01/2023,
PR-40029812,,"FIRST FRIENDS (WA) PTY LTD","First Friends Early Learning","14 Rothesay Hts",MINDARIE,WA,6030,10/08/2022,
PR-40029833,,"YARRABOLDY CARE SERVICES PTY LTD","Yarraboldy Care Services Pty Ltd","20 Okano St",MOURA,QLD,4718,27/06/2022,
PR-40029837,,"YANYUN ZHANG","Little Diggers Pre-school & Child Care Centre","7, Kurnell St",BRIGHTON-LE-SANDS,NSW,2216,06/09/2022,
PR-40029848,,"WONDERSCHOOL (TAYLOR) PTY LIMITED","Wonderschool (Taylor) Pty Ltd","Grenfell Ave",TAYLOR,ACT,2913,19/07/2022,
PR-40029864,,"NK&A ACADEMIA PTY LTD","NK&A ACADEMIA","6a Lambert St","WEST RYDE",NSW,2114,07/10/2022,
PR-40029875,,"GREEN LEAVES (QLD22) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,05/07/2022,
PR-40029876,,"GREEN LEAVES (QLD24) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,05/07/2022,
PR-40029877,,"Nurtured Education Pty Ltd","Nurtured Education","57 Twenty Sixth Ave","PALM BEACH",QLD,4221,26/07/2022,
PR-00003495,,"Perfect Angels Pty Ltd","Perfect Angels Pty Ltd","55 Dalton Street",ORANGE,NSW,2800,01/09/2009,
PR-00003497,,"Cobar Pre School Association Inc","Cobar Pre School Association Inc","PO Box 131",COBAR,NSW,2835,26/03/2010,
PR-00003498,,"Glen Innes Preschool Inc","Glen Innes Preschool Inc","PO Box 370","GLEN INNES",NSW,2370,01/09/2009,
PR-00003499,,"St Marks Pre School Kindergarten","St Marks Pre School Kindergarten",,,,,01/09/2009,
PR-00003500,,"Gamumbi Early Childhood Education Centre Incorporated","Gamumbi Early Childhood Education Centre Incorporated","2 Lourne Ave",TOORMINA,NSW,2452,01/09/2009,
PR-00003502,,"Bland Shire Council","Bland Shire Council","PO Box 21","WEST WYALONG",NSW,2671,01/09/2009,
PR-00003503,,"Cumnock Village Pre School Inc","Cumnock Village Pre School Inc","48 Obley St",CUMNOCK,NSW,2867,01/09/2009,
PR-00003504,,"Branxton Pre School Inc","Branxton Pre School Inc","PO Box 57",BRANXTON,NSW,2335,01/09/2009,
PR-00003505,,"Young Child Care Centre Inc","Young Child Care Centre Inc","PO Box 266",YOUNG,NSW,2594,01/09/2009,
PR-00003506,,"Playmates Cottage Childcare Centre Dubbo Incorporated","Playmates Cottage Childcare Centre","PO Box 1349",DUBBO,NSW,2830,01/09/2009,
PR-00003508,,"Elanora Heights Community Centre Kindergarten Co-Operative Society Limited","Elanora Heights Community Centre Kindergarten Co-Operative Society Limited","49-51 Kalang Road","ELANORA HEIGHTS",NSW,2101,01/09/2009,
PR-00003509,,"Concord Occasional Childcare Services","Concord Occasional Childcare Services","2/60 Flavelle Street",CONCORD,NSW,2137,01/09/2009,
PR-00003511,,"Urunga Community Preschool Incorporated","Urunga Community Preschool Incorporated","10 Minerva Lane",URUNGA,NSW,2455,01/09/2009,
PR-00003515,,"Melinda Lee Challenor","Melinda Lee Challenor","5 Regatta Ave","CARINGBAH SOUTH",NSW,2229,20/12/2010,
PR-00003517,,"Kalma Care Pty Ltd","Kalma Care Pty Ltd","1 Barbers Road","CHESTER HILL",NSW,2162,01/09/2009,
PR-00003518,,"Mohamad Chams","Mohammed Chams","1 Dunbier Ave",LURNEA,NSW,2170,01/09/2009,
PR-00003520,,"Susan Kay Chandler","Susan Kay Chandler","34 Drummond Street",LOCKHART,NSW,2656,01/09/2009,
PR-00003522,,"Keymer Child Care Centre Incorporated","Keymer Child Care Centre Incorporated","27-29 Bentley Road",COLYTON,NSW,2760,01/09/2009,
PR-00003524,,"Little Chappies Learning Centre Pty Ltd","Little Chappies Learning Centre Pty Ltd","27 James Small Dr",KORORA,NSW,2450,01/09/2009,
PR-00003525,,"Queanbeyan-Palerang Regional Council","Queanbeyan-Palerang Regional Council","PO Box 90",QUEANBEYAN,NSW,2620,01/09/2009,
PR-00003532,,"Catholiccare Diocese of Broken Bay","Catholiccare Diocese of Broken Bay","Building 2, L 7  423 Pennant Hills Rd","PENNANT HILLS",NSW,2120,01/09/2009,
PR-00003533,,"Granville Multicultural Community Centre Incorporated","Granville Multicultural Community Centre Incorporated","The Cottage Pre School , 6-8 Factory St",GRANVILLE,NSW,2142,22/04/2010,
PR-00003534,,"Sabro Pty Limited","Sabro Pty Limited","Waratah Pre School , 12 Waratah Rd",BEROWRA,NSW,2081,25/09/2009,
PR-00003537,,"Wallsend Community Pre School","Wallsend Community Pre School","PO Box 143",WALLSEND,NSW,2287,01/09/2009,
PR-00003540,,"Mikayla Children's Centre Inc","Mikayla Children's Centre Inc","2 Edwards Street",KATOOMBA,NSW,2780,01/09/2009,
PR-00003542,,"Digital World Australia Pty Ltd","Digital World Australia Pty Ltd","Pennant Hills Pre School, 1 Fulbourne Ave","PENNANT HILLS",NSW,2120,01/09/2009,
PR-00003546,,"Youngies Care Centre Pty Ltd","Youngies Care Centre Pty Ltd","12 Demeryrick Avenue",CASULA,NSW,2170,24/05/2011,
PR-00003548,,"Oz Kidz Childcare Centre Pty Ltd","Oz Kidz Childcare Centre Pty Ltd","PO Box 406",PLUMPTON,NSW,2761,01/09/2009,
PR-00003549,,"Oz Kindy Pty Ltd","Oz Kindy Pty Ltd","PO BOX 134",PLUMPTON,NSW,2761,19/02/2010,
PR-00003550,,"Doonside Kindergarten Incorporated","Doonside Kindergarten Incorporated","PO Box 443",DOONSIDE,NSW,2767,01/09/2009,
PR-00003552,,"Eden Creek Fairymount Pre-School Inc","Eden Creek Fairymount Pre-School Inc","176 Summerland Way",KYOGLE,NSW,2474,01/09/2009,
PR-00003553,,"Christie Enterprises Pty Ltd","Christie Enterprises Pty Ltd","2 ALBERT RD",BEECROFT,NSW,2119,01/09/2009,
PR-00003556,,"Rose Cottage Childcare Pty Limited","Rose Cottage Childcare Pty Limited",PO,LEICHHARDT,NSW,2040,01/09/2009,
PR-00003559,,"Gammadim Pty Limited","Gammadim Pty Limited","49 Wild St",MAROUBRA,NSW,2035,01/09/2009,
PR-00003560,,"Kids Futurity Pty Ltd","Kids Futurity Pty Ltd","11 Kemp St",MORTDALE,NSW,2223,29/12/2010,
PR-00003562,,"Billymack (No 2) Pty Ltd","Billymack (No 2) Pty Ltd","10 Alexander Street",MANLY,NSW,2095,01/09/2009,
PR-00003564,,"The Blue Mountains Waldorf School Ltd","The Blue Mountains Waldorf School Ltd","PO Box 149",HAZELBROOK,NSW,2779,21/02/2011,
PR-00003567,,"Community Junction Incorporated","Community Junction Incorporated","PO Box 1022","ST MARYS",NSW,1790,01/09/2009,
PR-00003568,,"Tea Gardens Hawks Nest Pre School Kindergarten Incorporated","Tea Gardens Hawks Nest Pre School Kindergarten Incorporated","PO Box 26",HAWKESNEST,NSW,2324,01/09/2009,
PR-00003569,,"UTS Child Care Incorporated","UTS Child Care Incorporated","PO Box 123",BROADWAY,NSW,2007,01/09/2009,
PR-00003570,,"Wombat Occasional Child Care Inc","Wombat Occasional Child Care Inc","31A Wandella Road",MIRANDA,NSW,2228,01/09/2009,
PR-00003571,,"WOODRISING NATURAL LEARNING CENTRE INCORPORATED","Woodrising Natural Learning Centre Incorporated","80, Hayden Brook Rd",WOODRISING,NSW,2284,01/09/2009,
PR-00003572,,"Copmanhurst Pre-School Inc","Copmanhurst Pre-School Inc","Copmanhurst Pre School, 61 Grafton St",COPMANHURST,NSW,2460,01/09/2009,
PR-00003574,,"Sharon & Darren Clear Atf Trustees For The Clear Family Trust Trading As Tabourie Child Care Centre","Sharon & Darren Clear Atf Trustees For The Clear Family Trust Trading As Tabourie Child Care Centre","20 River Road","LAKE TABOURIE",NSW,2539,01/09/2009,
PR-00003575,,"Growing Potential LTD.","Growing Potential LTD.","Level 1, 43 Fourth Avenue",BLACKTOWN,NSW,2148,01/09/2009,
PR-00003576,,"Walgett Pre School Kindergarten Inc","Walgett Pre School Kindergarten Inc","21 WARRENA ST",WALGETT,NSW,2832,01/09/2009,
PR-00003577,,"Gulgong Pre School Inc","Gulgong Pre School Inc","PO Box 147",GULGONG,NSW,2852,01/09/2009,
PR-00003578,,"Beverly Hills Kindy Care Pty Ltd","Beverly Hills Kindy Care Pty Ltd","2 Crestmore Ct","MERMAID WATERS",QLD,4218,01/09/2009,
PR-00003579,,"Clifton Coffee Pty Ltd","Clifton Coffee Pty Ltd","2 Crestmore Ct","MERMAID WATERS",QLD,4218,30/11/2009,
PR-00003580,,"Nought to Five Early Childhood Centre Incorporated","Nought to Five Early Childhood Centre Incorporated","16 Waterloo Road","MACQUARIE PARK",NSW,2113,01/09/2009,
PR-00003581,,"New School Of Arts Neighbourhood House Inc","New School Of Arts Neighbourhood House Inc","PO Box 82","SOUTH GRAFTON",NSW,2460,01/09/2009,
PR-00003582,,"The Killarney School Ltd","The Killarney School Ltd","30 RAGLAN ST",MOSMAN,NSW,2088,25/03/2010,
PR-00003585,,"Joeys Pouch Educational Child Care Centre Inc","Joeys Pouch Educational Child Care Centre Inc","PO Box 735",MURWILLUMBAH,NSW,2484,01/09/2009,
PR-00003586,,"Carinya Neighbourhood Childrens Centre Incorporated","Carinya Neighbourhood Childrens Centre Incorporated","16 Raymond Road",SPRINGWOOD,NSW,2777,01/09/2009,
PR-00003589,,"The University of New England","The University of New England","Financial Services TC Lamble Building, University of New England",ARMIDALE,NSW,2351,01/09/2009,
PR-00003590,,"Core Community Services Limited","Cabramatta Community Centre","165 RAILWAY PDE",CABRAMATTA,NSW,2166,01/09/2009,
PR-00003591,,"Technical And Further Education Commission","Technical And Further Education Commission","PO Box 707",BROADWAY,NSW,2007,01/09/2009,
PR-00003594,,"Three Little Pigs Pty Limited","Three Little Pigs Pty Limited","159 Varsity Pde","VARSITY LAKES",QLD,4227,26/07/2010,
PR-00003596,,"Bright Start Academy Pty Limited","Bright Start Academy Pty Limited","1 Carmelo Court",KELLYVILLE,NSW,2155,01/09/2009,
PR-00003598,,"Riveroaks Developments Pty Ltd","Riveroaks Developments Pty Ltd","51 River Oaks Drive",KENDALL,NSW,2439,01/09/2009,
PR-00003600,,"Ibrahim & Sons Pty Ltd","Ibrahim & Sons Pty Ltd","PO Box 260",AUBURN,NSW,1835,01/09/2009,
PR-00003601,,"Scribblz Pre-School & Long Day Care Centre Pty Ltd","Scribblz Pre-School & Long Day Care Centre Pty Ltd","PO Box 208","SOUTH HURSTVILLE",NSW,2221,01/09/2009,
PR-00003602,,"Green Star Australia Pty Limited","Green Star Australia Pty Limited","PO Box 121",SEAFORTH,NSW,2092,01/05/2010,
PR-00003605,,"Upper Hunter Shire Council","Upper Hunter Shire Council","PO Box 208",SCONE,NSW,2337,01/09/2009,
PR-00003606,,"K.G Connolly & M.A Connolly","Octopus Garden Childcare","Shop 1 & Shop 2","NAROOMA PLAZA",NSW,2546,13/03/2010,
PR-00003607,,"Lynette Margaret Connolly","Lynette Margaret Connolly","42 Mons Street",LIDCOMBE,NSW,2141,01/09/2009,
PR-00003608,,"Tarshaun Pty Ltd","Tarshaun Pty Ltd","42 Mons Street",LIDCOMBE,NSW,2141,01/09/2009,"Mrs Lynette Connolly, as a person with management or control of the approved provider PR-00003608 or, an accountable representative as nominated by the PMC, must enrol in Round 5 of the 6-week Compliance Support Pathway commencing 7 November 2022 to 16 December 2022, focusing on Quality Area 2: Children’s health and safety and/or Quality Area 7: Governance and leadership, completing all modules for persons with management or control of an education and care service."
PR-00003610,,"Hamilton Child Care Centre Inc","Hamilton Child Care Centre Inc","207 Denison Street",HAMILTON,NSW,2303,01/09/2009,
PR-00003611,,"Suzanne Catherine Conroy","Suzanne Catherine Conroy","2 Artarmon Rd",WILLOUGHBY,NSW,2068,01/09/2009,
PR-00003612,,"Muswellbrook Pre-School Kindergarten Inc","Muswellbrook Pre-School Kindergarten Inc","PO Box 175",MUSWELLBROOK,NSW,2333,01/09/2009,
PR-00003613,,"Kookaburra Kids Club Pty Limited","Kookaburra Kids Club Pty Limited","14 Durras Street",PRESTONS,NSW,2170,01/09/2009,
PR-00003614,,"Benn and Cook Pty Limited","Benn and Cook Pty Limited","PO Box 7197","DUBBO GROVE",NSW,2830,01/09/2009,
PR-00003615,,"Care For Kindies Kindergarten Pty Ltd","Care For Kindies Kindergarten Pty Ltd","PO Box 200",BELFIELD,NSW,2191,01/09/2009,
PR-00003616,,"Grays Point Pre School Kindergarten Association","Grays Point Pre School Kindergarten Association","Grays Point Pre School, 118-120 Grays Point Road","GRAYS POINT",NSW,2232,01/09/2009,
PR-00003617,,"Highfield Preparatory & Kindergarten School Ltd","Highfield Preparatory & Kindergarten School Ltd","18 Highfield Road",LINDFIELD,NSW,2070,01/09/2009,
PR-00003619,,"Micarm Pty Ltd","Micarm Pty Ltd","PO Box 200",BELFIELD,NSW,2191,01/09/2009,
PR-00003620,,"Bernadette Geraldine Cooke","Bernadette Geraldine Cooke","176 Bath Road",KIRRAWEE,NSW,2232,01/09/2009,
PR-00003621,,"Galloping Gumnut Mobile Children's Services Van Incorporated","Galloping Gumnut Mobile Children's Services Van Incorporated","ST JOSEPHS CENTRAL SCHOOL, 129-139 QUEEN ST",OBERON,NSW,2787,01/09/2009,
PR-00003627,,"Tumut Community Preschool Incorporated","Tumut Community Preschool",,,,,01/09/2009,
PR-00003631,,"Laivoi Pty Ltd","Laivoi Pty Ltd","20 Milham Cres",FORESTVILLE,NSW,2087,01/09/2009,
PR-00003632,,"Cardiff Community Pre School Inc","Cardiff Community Pre School Inc","152 Main Rd",CARDIFF,NSW,2289,01/09/2009,
PR-00003634,,"Catherine Field Preschool Kindergarten Incorporated","Catherine Field Preschool Kindergarten Incorporated","170 Catherine Field Road","CATHERINE FIELD",NSW,2557,01/09/2009,
PR-00003635,,"Trundle Children's Centre Incorporated","Trundle Children's Centre Incorporated","1 railwa",TRUNDLE,NSW,2875,01/09/2009,
PR-00003636,,"Costi's Enterprises Pty Ltd","Costi's Enterprises Pty Ltd","PO Box 1035","POTTS POINT",NSW,1335,01/09/2009,
PR-00003637,,"Seaside Holdings Pty Ltd","Seaside Holdings Pty Ltd","586 Port Hacking Rd","CARINGBAH SOUTH",NSW,2229,10/01/2011,
PR-00003638,,"Gladesville Occasional Child Care Centre Incorporated","Gladesville Occasional Child Care Centre Incorporated","6 PITTWATER RD",GLADESVILLE,NSW,2111,01/09/2009,
PR-00003639,,"Ms Leonie Courtalis","Leonie Courtalis","146 The Boulevarde",STRATHFIELD,NSW,2135,01/09/2009,
PR-00003640,,"Belbrax Pty Ltd","Belbrax Pty Ltd","PO Box 3234",GLENDALE,NSW,2285,01/09/2009,
PR-00003641,,"Tathra Children's Services Inc","Tathra Children's Services Inc","PO Box 7192",TATHRA,NSW,2550,01/09/2009,
PR-00003642,,"Baptist Church Casino Christian Community Pre School","Baptist Church Casino Christian Community Pre School","PO Box 237",CASINO,NSW,2470,01/09/2009,
PR-00003643,,"Malabar Chifley Parents Coop Ltd","Malabar Chifley Parents Coop Ltd","49 MAWSON PDE",CHIFLEY,NSW,2036,01/09/2009,
PR-00003644,,"East Maitland Pre-School Assoc Inc","East Maitland Pre-School Assoc Inc","PO Box 381","MAITLAND EAST",NSW,2323,01/09/2009,
PR-00003645,,"Birrelee Multi-Functional Aboriginal Children's Service Aboriginal Corp","Birrelee Multi-Functional Aboriginal Children's Service Aboriginal Corp","32 Macgregor Street",TAMWORTH,NSW,2340,01/09/2009,
PR-00003647,,"Maitland Child Care Centre Inc","Maitland Child Care Centre Inc","19 Galway Bay Drive",ASHTONFIELD,NSW,2323,01/09/2009,
PR-00003648,,"Boolaroo-Speers Point Community Kindergarten Inc","Boolaroo-Speers Point Community Kindergarten Inc","PO Box 209",BOOLAROO,NSW,2284,01/09/2009,
PR-00003650,,"Jacaranda Cottage (Nth Sydney) Pty Ltd","Jacaranda Cottage (Nth Sydney) Pty Ltd","288-290 Miller Street","NORTH SYDNEY",NSW,2060,01/09/2009,
PR-00003652,,"Planetwork Pty Ltd","Planetwork Pty Ltd","703-711 Lawrence Hargrave Drive",COLEDALE,NSW,2515,01/09/2009,
PR-00003654,,"Tharawal Aboriginalcorporation","Tharawal Aboriginalcorporation","PO Box 290",CAMPBELLTOWN,NSW,2560,01/09/2009,
PR-00003656,,"Bellingen Community Preschool Inc.","Bellingen Pre School Incorporated","PO Box 269",BELLINGEN,NSW,2454,01/09/2009,
PR-00003657,,"Possums Community Pre School Assn Inc","Possums Community Pre School Assn Inc","427-433 Tweed Valley Way","SOUTH MURWILLUMBAH",NSW,2484,01/09/2009,
PR-00000785,,"The Society of the Sacred Advent Schools Pty Ltd ATF St Aidans Trust",,"PO BOX 46",CORINDA,QLD,4075,01/01/2012,
PR-00000787,,"Little Darlings Pty Ltd ATF the JS Little Darlings Early Development Centre Trust, Little Darlings Pty Ltd ATF the Tc Little Darlings Early Development Centre Trust and Citrius Pty Ltd ATF the NCD Trust",,"PO BOX 73",NORTHGATE,QLD,4013,01/01/2012,
PR-00000788,,"Tablew Pty Ltd as Trustee for The Lewthwaite Family Trust",,"9 GOLF LINKS DRIVE",KIRWAN,QLD,4817,01/01/2012,
PR-00000789,,"Piptree Pty Ltd as Trustee for Piptree Trust",,"PO Box 1554","NORTH LAKES",QLD,4509,01/01/2012,
PR-00000790,,"Crayons Retreat Pty Ltd",,"P O BOX 262",LAIDLEY,QLD,4341,01/01/2012,
PR-00000791,,"Ananda Marga Education Ltd",,"PO BOX 411",MALENY,QLD,4552,01/01/2012,
PR-00000792,,"Village Child Care Centre Pty Ltd ATF Village Child Care Centre Trust",,"PO BOX 3024","BURLEIGH TOWN",QLD,4220,01/01/2012,
PR-00000793,,"Feng Holdings Pty Ltd ATF the Feng Family Trust",,"PO BOX 4449","EIGHT MILE PLAINS",QLD,4113,01/01/2012,
PR-00000794,,"Morningside State School P&C Committee",,"MORNINGSIDE STATE SCHOOL, 67 PASHEN ST",MORNINGSIDE,QLD,4170,01/01/2012,
PR-00000795,,"Kirwan State Primary School P & C Association",,"21 Burnda St",KIRWAN,QLD,4817,01/01/2012,
PR-00000796,,"Merritech Pty Ltd",,"336 OXLEY DRIVE","RUNAWAY BAY",QLD,4216,01/01/2012,
PR-00000797,,"Smarty Pants Childcare Pty Ltd",,"PO BOX 41",IMBIL,QLD,4570,01/01/2012,
PR-00000798,,"Simrick OSHC Pty Ltd",,"20 Marco Polo Pl",HOLLYWELL,QLD,4216,01/01/2012,
PR-00000799,,"Grand Avenue State School P&C Association",,"PO BOX 4373","FOREST LAKE",QLD,4078,01/01/2012,
PR-00000800,,"Ithaca Creek State School P&C Association",,"PO BOX 540",ASHGROVE,QLD,4060,01/01/2012,
PR-00000801,,"Greenbank State School Parents & Citizens Assoc",,"Greenbank State Primary School, 12-54 Goodna Rd",GREENBANK,QLD,4124,01/01/2012,
PR-00000802,,"Flagstone State School P & C Association",,"PO BOX 419",JIMBOOMBA,QLD,4280,01/01/2012,
PR-00000803,,"Wellers Hill State School Parents & Citizens Association",,"190 TOOHEY ROAD",TARRAGINDI,QLD,4121,01/01/2012,
PR-00000805,,"Northside Christian College (Qld) Ltd",,"139 Horn Rd",ASPLEY,QLD,4034,01/01/2012,
PR-00000808,,"Little Ducks Childcare Annerley Pty Ltd",,"PO Box 2060","NEW FARM",QLD,4005,01/01/2012,
PR-00000809,,"Jelly Babies Childcare Pty Ltd",,"100-102 BEN LEXCEN DRIVE, SUNSHINE BEACH Q 4567","SUNSHINE BEACH",QLD,4567,01/01/2012,
PR-00000810,,"Little Peanuts Pty Ltd",,"215 HALY STREET",KINGAROY,QLD,4610,01/01/2012,
PR-00000812,,"Mt Cotton Village Child Care Centre Pty Limited (in liquidation)",,"PO BOX 3428","VICTORIA POINT WEST",QLD,4165,01/01/2012,
PR-00000813,,"Australian National Homes Pty Ltd ATF The Anh Trust",,"PO BOX 1278","NORTH LAKES",QLD,4509,01/01/2012,
PR-00000815,,"Gooburrum State School Parents & Citizens Association",,"14 GOOBURRUM ROAD",BUNDABERG,QLD,4670,01/01/2012,
PR-00000817,,"Little Diggers ELC Pty Ltd as Trustee for the Collins Family Trust",,"SHOP 11 9 DISCOVERY DR","NORTH LAKES",QLD,4509,01/01/2012,
PR-00000820,,"Avoca Outside School Hours Care Inc",,"PO Box 5788","BUNDABERG WEST",QLD,4670,01/01/2012,
PR-00000821,,"Townsville Central State School P&C Association",,"41 Caroline St",AITKENVALE,QLD,4814,01/01/2012,
PR-00000822,,"Wattmac Bayside Pty Ltd",,"45 CANEGROVE CIRCUIT","WELLINGTON POINT",QLD,4160,01/01/2012,
PR-00000823,,"Guardian Community Early Learning Centres Pty Ltd",,"PO Box 67","MILSONS POINT",NSW,1565,24/08/2011,
PR-00000824,,"R.R.S Investments Pty Ltd ATF KCC Trust",,"56 KAMERUKA STREET",CALAMVALE,QLD,4116,01/01/2012,
PR-00000826,,"Sundale Garden Village Nambour",,"PO BOX 5202 SCMC",NAMBOUR,QLD,4560,01/01/2012,
PR-00000827,,"Mundingburra State School P&C Association",,"PO Box 3380","HERMIT PARK",QLD,4812,01/01/2012,
PR-00000828,,"Three Peas Creche Pty Ltd",,"PO BOX 247","WAVELL HEIGHTS",QLD,4012,01/01/2012,
PR-00000829,,"Michelle O'Connor",,"299 STANLEY STREET","NORTH WARD",QLD,4810,01/01/2012,
PR-00000830,,"Dreemskerry Pty Ltd",,"68 Anning Road","FOREST GLEN",QLD,4556,01/01/2012,
PR-00000831,,"E-Rock Pty Ltd ATF The Watson Family Trust",,"247 Jefferson Lane","PALM BEACH",QLD,4221,01/01/2012,
PR-00000832,,"Play and Learn (Qld) Pty Ltd as Trustee for Play and Learn Unit Trust",,"PO Box 3794",LOGANHOLME,QLD,4129,01/01/2012,
PR-00000833,,"Jessbec Pty Ltd ATF Styles Family Trust",,"120 PRINCESS STREET",CLEVELAND,QLD,4163,01/01/2012,
PR-00000834,,"Mrs Delena  Clark & Mr Jeffery Clark",,"6 RANGER DRIVE",YEPPOON,QLD,4703,01/01/2012,
PR-00000835,,"Community Gro Inc","Community Gro Inc","PO Box 10055",RASMUSSEN,QLD,4815,01/01/2012,
PR-00000836,,"M.T. Roux P/L ATF Matt Roux Family Trust",,"PO Box 603",BEENLEIGH,QLD,4207,01/01/2012,
PR-00000838,,"BHL Childcare Pty Ltd","BHL Childcare Pty Ltd","GPO Box 440",BRISBANE,QLD,4001,01/01/2012,
PR-00000839,,"Naspur Corporation Pty Ltd as Trustee for Crossley Family Trust",,"PO Box 165","VIRGINIA BC",QLD,4014,01/01/2012,
PR-00000840,,"Ipswich Grammar School",,"11-13 Horan St",WOODEND,QLD,4305,01/01/2012,
PR-00000842,,"Strathpine West State School P&C Association",,"GARBALA DRIVE",STRATHPINE,QLD,4500,01/01/2012,
PR-00000843,,"H & S Vision Childcare Pty Ltd and Aronel Pty Ltd ATF Thaker Family Trust (in Liquidation)",,"PO BOX 1533",CAIRNS,QLD,4870,01/01/2012,
PR-00000844,,"BJ Stafford Nominees P/L ATF BJ Stafford Trading Trust",,"PO BOX 3388","NORMAN PARK",QLD,4170,01/01/2012,
PR-00000845,,"Trevor and Connie Duncan",,"PO Box 104",ATHERTON,QLD,4883,01/01/2012,
PR-00000846,,"KIDS ON CALTON PTY LTD as Trustee for THE WARREN FAMILY TRUST",,"28 BLIGH ST",GYMPIE,QLD,4570,01/01/2012,
PR-00000848,,"Truely Enterprises Pty Ltd",,"28 RAWLINSON STREET","CANNON HILL",QLD,4170,01/01/2012,
PR-00000850,,"Cairns Christian College Ltd",,"PO BOX 643",REDLYNCH,QLD,4870,01/01/2012,
